,ages,metric,ncond,age,saddle,decimalPrice,isFav,RPR,TR,OR,father,weight,res_win
761,4yo+,2011.0,0,4.0,11.0,0.06666666666666668,0,48.0,36.0,49.0,Casamento,57,0.0
762,4yo+,2011.0,0,5.0,9.0,0.16666666666666666,0,46.0,34.0,50.0,Foxwedge,57,0.0
763,4yo+,2011.0,0,4.0,12.0,0.038461538461538464,0,41.0,28.0,43.0,Medaglia d'Oro,57,0.0
764,4yo+,2011.0,0,4.0,16.0,0.06666666666666668,0,40.0,27.0,50.0,Maxios,57,0.0
765,4yo+,2011.0,0,5.0,6.0,0.0196078431372549,0,37.0,24.0,49.0,Sakhee's Secret,54,0.0
766,4yo+,2011.0,0,6.0,10.0,0.1111111111111111,0,34.0,21.0,50.0,Casamento,57,0.0
768,4yo+,2011.0,0,5.0,1.0,0.23076923076923075,1,30.0,16.0,49.0,Camelot,59,0.0
769,4yo+,2011.0,0,4.0,15.0,0.1111111111111111,0,24.0,9.0,50.0,Casamento,57,0.0
772,4yo+,2815.0,0,4.0,8.0,0.125,0,59.0,30.0,52.0,Bernardini,54,1.0
774,4yo+,2815.0,0,6.0,4.0,0.2222222222222222,1,69.0,39.0,64.0,Canford Cliffs,62,0.0
775,4yo+,2815.0,0,6.0,7.0,0.125,0,56.0,25.0,53.0,Kheleyf,57,0.0
776,4yo+,2815.0,0,5.0,1.0,0.125,0,64.0,31.0,65.0,Arcano,62,0.0
777,4yo+,2815.0,0,4.0,9.0,0.1111111111111111,0,51.0,16.0,50.0,Casamento,50,0.0
778,4yo+,2815.0,0,5.0,5.0,0.029411764705882363,0,60.0,24.0,63.0,Showcasing,60,0.0
779,4yo+,2815.0,0,5.0,3.0,0.2222222222222222,1,59.0,22.0,64.0,Dalakhani,60,0.0
781,3yo,1407.0,0,3.0,4.0,0.3636363636363637,1,83.0,66.0,74.0,Helmet,58,1.0
782,3yo,1407.0,0,3.0,1.0,0.08333333333333333,0,72.0,55.0,75.0,Slade Power,60,0.0
783,3yo,1407.0,0,3.0,6.0,0.16666666666666666,0,66.0,49.0,70.0,Lawman,54,0.0
784,3yo,1407.0,0,3.0,2.0,0.2,0,68.0,50.0,75.0,Kingman,60,0.0
786,3yo,1407.0,0,3.0,3.0,0.26666666666666666,0,62.0,44.0,74.0,Dandy Man,59,0.0
787,3yo+,1005.0,1,7.0,10.0,0.1111111111111111,0,100.0,77.0,93.0,Shamardal,54,1.0
788,3yo+,1005.0,1,11.0,3.0,0.2222222222222222,0,102.0,78.0,100.0,Dylan Thomas,58,0.0
789,3yo+,1005.0,1,6.0,6.0,0.1,0,94.0,70.0,95.0,So You Think,55,0.0
790,3yo+,1005.0,1,7.0,2.0,0.14285714285714285,0,101.0,77.0,103.0,Raven's Pass,59,0.0
791,3yo+,1005.0,1,4.0,7.0,0.024390243902439025,0,92.0,67.0,95.0,Holy Roman Emperor,55,0.0
792,3yo+,1005.0,1,8.0,9.0,0.038461538461538464,0,90.0,65.0,94.0,Shamardal,55,0.0
794,3yo+,1005.0,1,7.0,8.0,0.09090909090909093,0,82.0,57.0,95.0,Shamardal,55,0.0
796,3yo+,1005.0,1,9.0,4.0,0.047619047619047616,0,69.0,42.0,98.0,Camacho,57,0.0
799,5yo+,4827.0,5,7.0,7.0,0.3333333333333333,1,101.0,16.0,86.0,Gold Well,69,1.0
800,5yo+,4827.0,5,7.0,6.0,0.18181818181818185,0,94.0,9.0,88.0,Ask,70,0.0
802,5yo+,4827.0,5,10.0,3.0,0.07692307692307693,0,90.0,6.0,96.0,Stowaway,70,0.0
809,3yo+,2413.0,1,4.0,6.0,0.2857142857142857,1,112.0,72.0,107.0,Galileo,58,0.0
810,3yo+,2413.0,1,5.0,10.0,0.15384615384615385,0,103.0,63.0,102.0,Invincible Spirit,57,0.0
811,3yo+,2413.0,1,10.0,4.0,0.047619047619047616,0,94.0,53.0,91.0,Muhtathir,53,0.0
812,3yo+,2413.0,1,6.0,2.0,0.25,0,107.0,66.0,108.0,Lonhro,59,0.0
813,3yo+,2413.0,1,5.0,5.0,0.15384615384615385,0,105.0,63.0,106.0,Dutch Art,58,0.0
814,3yo+,2413.0,1,7.0,11.0,0.029411764705882363,0,94.0,51.0,97.0,Sea The Stars,54,0.0
815,3yo+,2413.0,1,6.0,7.0,0.06666666666666668,0,103.0,59.0,105.0,Poet's Voice,58,0.0
816,3yo+,2413.0,1,5.0,1.0,0.012345679012345678,0,90.0,46.0,91.0,Teofilo,53,0.0
817,3yo+,2413.0,1,5.0,3.0,0.13333333333333333,0,98.0,53.0,105.0,Camelot,58,0.0
819,3yo+,2413.0,1,6.0,12.0,0.043478260869565216,0,72.0,22.0,96.0,Dutch Art,53,0.0
833,4yo+,1407.0,0,4.0,6.0,0.1111111111111111,0,87.0,62.0,79.0,Lope De Vega,57,1.0
834,4yo+,1407.0,0,4.0,7.0,0.16666666666666666,0,84.0,58.0,77.0,Elzaam,56,0.0
835,4yo+,1407.0,0,5.0,2.0,0.3333333333333333,1,82.0,55.0,82.0,Kodiac,58,0.0
836,4yo+,1407.0,0,6.0,8.0,0.14285714285714285,0,68.0,41.0,71.0,Sir Prancealot,50,0.0
837,4yo+,1407.0,0,8.0,4.0,0.14285714285714285,0,77.0,50.0,81.0,Approve,58,0.0
838,4yo+,1407.0,0,7.0,1.0,0.2222222222222222,0,70.0,41.0,85.0,Compton Place,60,0.0
839,4yo+,1407.0,0,6.0,3.0,0.047619047619047616,0,57.0,27.0,82.0,Canford Cliffs,58,0.0
848,3yo+,1206.0,7,4.0,7.0,0.09090909090909093,0,111.0,78.0,109.0,Curlin,57,1.0
849,3yo+,1206.0,7,7.0,9.0,0.3478260869565217,1,110.0,77.0,108.0,Raven's Pass,57,0.0
851,3yo+,1206.0,7,8.0,5.0,0.1176470588235294,0,97.0,61.0,100.0,Approve,57,0.0
852,3yo+,1206.0,7,5.0,8.0,0.1,0,94.0,57.0,106.0,Fuisse,57,0.0
853,3yo+,1206.0,7,6.0,1.0,0.07692307692307693,0,84.0,45.0,99.0,Hard Spun,57,0.0
854,3yo+,1206.0,7,5.0,3.0,0.043478260869565216,0,79.0,38.0,107.0,Showcasing,57,0.0
857,4yo+,1407.0,0,5.0,3.0,0.09090909090909093,0,60.0,57.0,55.0,Dick Turpin,60,1.0
858,4yo+,1407.0,0,4.0,8.0,0.047619047619047616,0,52.0,48.0,48.0,Slade Power,53,0.0
859,4yo+,1407.0,0,6.0,6.0,0.16666666666666666,0,55.0,51.0,52.0,Canford Cliffs,58,0.0
860,4yo+,1407.0,0,5.0,1.0,0.5555555555555556,1,64.0,60.0,62.0,Kheleyf,63,0.0
861,4yo+,1407.0,0,5.0,4.0,0.125,0,51.0,46.0,52.0,Holy Roman Emperor,58,0.0
862,4yo+,1407.0,0,5.0,2.0,0.038461538461538464,0,52.0,46.0,57.0,Piccolo,61,0.0
863,4yo+,1407.0,0,6.0,5.0,0.16666666666666666,0,36.0,28.0,52.0,Lilbourne Lad,56,0.0
866,3yo+,1910.5,7,6.0,7.0,0.1176470588235294,0,97.0,43.0,91.0,Street Cry,53,0.0
868,3yo+,1910.5,7,7.0,4.0,0.038461538461538464,0,102.0,47.0,100.0,Poet's Voice,55,0.0
869,3yo+,1910.5,7,4.0,8.0,0.2222222222222222,1,97.0,40.0,94.0,New Approach,53,0.0
870,3yo+,1910.5,7,6.0,1.0,0.16666666666666666,0,101.0,41.0,109.0,Medaglia d'Oro,59,0.0
871,3yo+,1910.5,7,8.0,6.0,0.09090909090909093,0,80.0,18.0,96.0,Medaglia d'Oro,53,0.0
872,3yo+,1910.5,7,4.0,3.0,0.1176470588235294,0,86.0,20.0,105.0,Planteur,57,0.0
876,5yo+,3318.5,5,12.0,5.0,0.2,0,111.0,89.0,107.0,Presenting,68,0.0
877,5yo+,3318.5,5,7.0,1.0,0.42105263157894735,1,121.0,97.0,117.0,Beneficial,73,0.0
880,3yo,1206.0,0,3.0,5.0,0.2857142857142857,0,69.0,60.0,68.0,Dragon Pulse,55,1.0
881,3yo,1206.0,0,3.0,4.0,0.125,0,76.0,67.0,77.0,More Than Ready,59,0.0
882,3yo,1206.0,0,3.0,2.0,0.5238095238095238,1,76.0,67.0,78.0,Acclamation,59,0.0
883,3yo,1206.0,0,3.0,3.0,0.1,0,71.0,60.0,77.0,Heeraat,59,0.0
884,3yo,1206.0,0,3.0,1.0,0.09090909090909093,0,69.0,57.0,79.0,Siyouni,60,0.0
886,4yo+,1206.0,0,4.0,4.0,0.5,1,65.0,40.0,76.0,Shamardal,57,0.0
888,4yo+,1206.0,0,4.0,2.0,0.3076923076923077,0,63.0,36.0,70.0,Kitten's Joy,59,0.0
889,4yo+,1206.0,0,4.0,3.0,0.07692307692307693,0,60.0,32.0,69.0,Zebedee,59,0.0
903,4yo+,1005.0,0,8.0,1.0,0.125,0,68.0,66.0,62.0,Equiano,61,1.0
904,4yo+,1005.0,0,6.0,4.0,0.3478260869565217,1,67.0,65.0,63.0,Zebedee,59,0.0
905,4yo+,1005.0,0,4.0,8.0,0.06666666666666668,0,47.0,44.0,45.0,Gregorian,53,0.0
906,4yo+,1005.0,0,5.0,7.0,0.1,0,48.0,45.0,47.0,Kodiac,54,0.0
907,4yo+,1005.0,0,6.0,3.0,0.2222222222222222,0,59.0,56.0,59.0,Casamento,60,0.0
908,4yo+,1005.0,0,4.0,2.0,0.1111111111111111,0,56.0,52.0,62.0,Sir Percy,61,0.0
909,4yo+,1005.0,0,4.0,5.0,0.07692307692307693,0,48.0,44.0,56.0,Kodiac,56,0.0
910,4yo+,1005.0,0,12.0,9.0,0.05882352941176471,0,35.0,31.0,45.0,Piccolo,51,0.0
911,4yo+,1005.0,0,5.0,6.0,0.07692307692307693,0,37.0,32.0,47.0,Harbour Watch,54,0.0
912,4yo+,4323.5,5,8.0,1.0,0.26666666666666666,0,139.0,25.0,131.0,Shantou,75,1.0
913,4yo+,4323.5,5,8.0,6.0,0.05882352941176471,0,129.0,16.0,125.0,Midnight Legend,72,0.0
914,4yo+,4323.5,5,9.0,2.0,0.16666666666666666,0,133.0,20.0,131.0,Gold Well,75,0.0
921,4yo+,1609.0,0,4.0,5.0,0.13333333333333333,0,74.0,53.0,67.0,Dawn Approach,58,1.0
922,4yo+,1609.0,0,7.0,6.0,0.3076923076923077,1,72.0,51.0,66.0,Kyllachy,58,0.0
923,4yo+,1609.0,0,6.0,9.0,0.05882352941176471,0,68.0,46.0,63.0,Makfi,55,0.0
924,4yo+,1609.0,0,7.0,1.0,0.1,0,73.0,51.0,70.0,War Front,60,0.0
925,4yo+,1609.0,0,5.0,4.0,0.18181818181818185,0,68.0,45.0,68.0,Pour Moi,59,0.0
926,4yo+,1609.0,0,4.0,3.0,0.25,0,68.0,44.0,69.0,Bated Breath,59,0.0
927,4yo+,1609.0,0,7.0,8.0,0.05882352941176471,0,57.0,31.0,65.0,Sixties Icon,55,0.0
928,4yo+,1609.0,0,5.0,2.0,0.05882352941176471,0,47.0,17.0,69.0,Rip Van Winkle,59,0.0
931,3yo+,1206.0,0,3.0,6.0,0.42105263157894735,1,62.0,44.0,77.0,Kodiac,56,0.0
935,4yo+,2815.0,0,6.0,4.0,0.07692307692307693,0,59.0,44.0,53.0,Lonhro,59,1.0
936,4yo+,2815.0,0,6.0,10.0,0.16666666666666666,0,52.0,36.0,48.0,Famous Name,57,0.0
937,4yo+,2815.0,0,5.0,5.0,0.2222222222222222,0,52.0,34.0,52.0,Speightstown,56,0.0
940,4yo+,2815.0,0,4.0,3.0,0.26666666666666666,1,50.0,25.0,57.0,Leroidesanimaux,59,0.0
941,4yo+,2815.0,0,5.0,8.0,0.047619047619047616,0,37.0,11.0,49.0,Street Cry,58,0.0
942,4yo+,2815.0,0,5.0,1.0,0.1111111111111111,0,44.0,17.0,57.0,Champs Elysees,61,0.0
956,5yo+,5028.0,9,7.0,10.0,0.05882352941176471,0,91.0,27.0,76.0,Gold Well,63,1.0
957,5yo+,5028.0,9,8.0,12.0,0.1,0,84.0,23.0,72.0,Milan,63,0.0
958,5yo+,5028.0,9,9.0,2.0,0.3076923076923077,1,105.0,44.0,96.0,Kayf Tara,74,0.0
959,5yo+,5028.0,9,7.0,1.0,0.07692307692307693,0,97.0,36.0,98.0,Sixties Icon,75,0.0
979,4yo+,1407.0,0,9.0,1.0,0.06666666666666668,0,77.0,31.0,70.0,Mastercraftsman,58,1.0
980,4yo+,1407.0,0,5.0,9.0,0.4,1,68.0,22.0,62.0,Invincible Spirit,56,0.0
981,4yo+,1407.0,0,5.0,12.0,0.07692307692307693,0,67.0,20.0,62.0,Exceed And Excel,56,0.0
982,4yo+,1407.0,0,7.0,4.0,0.13333333333333333,0,71.0,24.0,68.0,Starspangledbanner,59,0.0
983,4yo+,1407.0,0,4.0,5.0,0.2222222222222222,0,68.0,20.0,67.0,Rip Van Winkle,58,0.0
984,4yo+,1407.0,0,6.0,6.0,0.024390243902439025,0,64.0,15.0,67.0,Choisir,56,0.0
985,4yo+,1407.0,0,4.0,2.0,0.07692307692307693,0,65.0,16.0,70.0,No Nay Never,60,0.0
986,4yo+,1407.0,0,4.0,10.0,0.09090909090909093,0,55.0,6.0,62.0,City Zip,56,0.0
987,4yo+,1407.0,0,4.0,7.0,0.012345679012345678,0,57.0,7.0,65.0,Lope De Vega,58,0.0
988,4yo+,1407.0,0,4.0,8.0,0.043478260869565216,0,51.0,1.0,65.0,Dark Angel,58,0.0
990,3yo,1206.0,0,3.0,10.0,0.1111111111111111,0,66.0,48.0,64.0,Cable Bay,57,0.0
999,3yo,1206.0,0,3.0,6.0,0.05882352941176471,0,31.0,3.0,74.0,Exceed And Excel,58,0.0
1002,4yo+,5128.5,9,6.0,1.0,0.15384615384615385,0,132.0,58.0,121.0,Born To Sea,76,1.0
1004,4yo+,5128.5,9,6.0,3.0,0.18181818181818185,0,111.0,42.0,118.0,Sinndar,71,0.0
1005,4yo+,5128.5,9,7.0,7.0,0.1111111111111111,0,89.0,19.0,103.0,Black Sam Bellamy,68,0.0
1006,4yo+,5128.5,9,8.0,2.0,0.14285714285714285,0,98.0,30.0,119.0,Getaway,75,0.0
1007,4yo+,5128.5,9,9.0,9.0,0.024390243902439025,0,74.0,7.0,97.0,Craigsteel,65,0.0
1008,4yo+,5128.5,9,6.0,4.0,0.13333333333333333,0,90.0,22.0,115.0,Black Sam Bellamy,73,0.0
1009,4yo+,5128.5,9,6.0,5.0,0.07692307692307693,0,78.0,12.0,112.0,Martaline,69,0.0
1011,4yo+,1005.0,0,5.0,13.0,0.029411764705882363,0,74.0,41.0,55.0,Pivotal,50,1.0
1012,4yo+,1005.0,0,5.0,2.0,0.18181818181818185,0,86.0,52.0,80.0,Arcano,56,0.0
1013,4yo+,1005.0,0,6.0,8.0,0.13333333333333333,0,78.0,44.0,75.0,Exceed And Excel,57,0.0
1015,4yo+,1005.0,0,7.0,12.0,0.09090909090909093,0,61.0,26.0,58.0,Bahamian Bounty,52,0.0
1016,4yo+,1005.0,0,9.0,5.0,0.038461538461538464,0,69.0,34.0,75.0,Dandy Man,58,0.0
1018,4yo+,1005.0,0,5.0,11.0,0.16666666666666666,0,56.0,20.0,67.0,Tough As Nails,52,0.0
1019,4yo+,1005.0,0,4.0,4.0,0.23076923076923075,1,64.0,27.0,75.0,Kyllachy,58,0.0
1021,4yo+,1005.0,0,10.0,6.0,0.1111111111111111,0,53.0,14.0,75.0,Footstepsinthesand,53,0.0
1022,4yo+,1005.0,0,9.0,9.0,0.038461538461538464,0,47.0,8.0,71.0,Clodovil,56,0.0
1024,4yo+,3921.5,9,6.0,2.0,0.2,0,111.0,76.0,100.0,Schiaparelli,75,1.0
1025,4yo+,3921.5,9,5.0,4.0,0.3809523809523809,1,99.0,63.0,100.0,Yeats,73,0.0
1026,4yo+,3921.5,9,6.0,6.0,0.1,0,93.0,56.0,93.0,Arcadio,67,0.0
1049,4yo+,1407.0,0,5.0,2.0,0.14285714285714285,0,83.0,61.0,75.0,Holy Roman Emperor,59,1.0
1050,4yo+,1407.0,0,4.0,6.0,0.16666666666666666,1,73.0,51.0,70.0,Charm Spirit,53,0.0
1051,4yo+,1407.0,0,7.0,9.0,0.05882352941176471,0,70.0,47.0,68.0,Captain Gerrard,56,0.0
1052,4yo+,1407.0,0,6.0,3.0,0.05882352941176471,0,74.0,51.0,74.0,Royal Applause,57,0.0
1053,4yo+,1407.0,0,6.0,12.0,0.05882352941176471,0,65.0,42.0,66.0,Lilbourne Lad,52,0.0
1054,4yo+,1407.0,0,5.0,11.0,0.1,0,65.0,41.0,67.0,Arcano,55,0.0
1055,4yo+,1407.0,0,6.0,14.0,0.01492537313432836,0,63.0,38.0,32.0,Dark Angel,50,0.0
1056,4yo+,1407.0,0,6.0,4.0,0.09090909090909093,0,68.0,43.0,71.0,Dark Angel,53,0.0
1057,4yo+,1407.0,0,7.0,13.0,0.1,0,59.0,33.0,66.0,Showcasing,55,0.0
1058,4yo+,1407.0,0,5.0,1.0,0.15384615384615385,0,60.0,33.0,75.0,Approve,59,0.0
1060,4yo+,1407.0,0,4.0,7.0,0.13333333333333333,0,45.0,17.0,69.0,No Nay Never,54,0.0
1061,4yo+,1407.0,0,4.0,10.0,0.029411764705882363,0,39.0,11.0,68.0,Footstepsinthesand,53,0.0
1062,4yo+,1407.0,0,6.0,8.0,0.07692307692307693,0,37.0,9.0,68.0,Bated Breath,56,0.0
1063,4yo+,4827.0,10,8.0,8.0,0.2222222222222222,0,108.0,51.0,99.0,Presenting,67,1.0
1064,4yo+,4827.0,10,9.0,6.0,0.2,0,107.0,50.0,104.0,Court Cave,69,0.0
1065,4yo+,4827.0,10,8.0,3.0,0.3076923076923077,1,110.0,55.0,109.0,Dubai Destination,70,0.0
1067,4yo+,4827.0,10,10.0,7.0,0.07692307692307693,0,87.0,33.0,103.0,Midnight Legend,66,0.0
1073,4yo+,2111.5,0,4.0,9.0,0.09090909090909093,0,48.0,40.0,49.0,Dawn Approach,56,0.0
1074,4yo+,2111.5,0,5.0,1.0,0.038461538461538464,0,59.0,52.0,63.0,Fast Company,63,0.0
1075,4yo+,2111.5,0,4.0,7.0,0.2,0,43.0,34.0,50.0,Lilbourne Lad,57,0.0
1076,4yo+,2111.5,0,5.0,5.0,0.038461538461538464,0,41.0,33.0,52.0,Teofilo,56,0.0
1077,4yo+,2111.5,0,5.0,11.0,0.1,0,27.0,19.0,46.0,Aussie Rules,51,0.0
1078,4yo+,2111.5,0,5.0,6.0,0.09090909090909093,0,30.0,22.0,51.0,Mastercraftsman,56,0.0
1079,4yo+,2111.5,0,6.0,10.0,0.25,1,24.0,15.0,48.0,Arcano,56,0.0
1080,4yo+,2111.5,0,5.0,8.0,0.06666666666666668,0,20.0,11.0,48.0,Red Jazz,56,0.0
1082,4yo+,2111.5,0,4.0,13.0,0.13333333333333333,0,12.0,1.0,46.0,Raven's Pass,53,0.0
1083,4yo+,2111.5,0,7.0,3.0,0.06666666666666668,0,19.0,9.0,57.0,Duke Of Marmalade,57,0.0
1085,4yo+,1206.0,0,6.0,1.0,0.125,0,97.0,89.0,85.0,Street Cry,60,1.0
1086,4yo+,1206.0,0,8.0,3.0,0.06666666666666668,0,91.0,81.0,84.0,Kyllachy,59,0.0
1087,4yo+,1206.0,0,7.0,5.0,0.1111111111111111,0,83.0,72.0,82.0,Kodiac,58,0.0
1088,4yo+,1206.0,0,4.0,6.0,0.3333333333333333,1,76.0,64.0,80.0,Mayson,58,0.0
1089,4yo+,1206.0,0,7.0,2.0,0.26666666666666666,0,67.0,53.0,84.0,Acclamation,59,0.0
1091,4yo+,1206.0,0,4.0,4.0,0.038461538461538464,0,38.0,18.0,82.0,Lilbourne Lad,58,0.0
1092,4yo+,3921.5,9,6.0,3.0,0.4761904761904762,1,108.0,56.0,100.0,Multiplex,73,1.0
1093,4yo+,3921.5,9,6.0,7.0,0.2,0,92.0,43.0,91.0,Arcadio,71,0.0
1094,4yo+,3921.5,9,7.0,6.0,0.1111111111111111,0,93.0,43.0,92.0,Kapgarde,70,0.0
1095,4yo+,3921.5,9,5.0,2.0,0.125,0,89.0,38.0,100.0,Yeats,73,0.0
1096,4yo+,3921.5,9,6.0,9.0,0.047619047619047616,0,65.0,13.0,80.0,Mastercraftsman,64,0.0
1102,4yo+,1910.5,0,5.0,5.0,0.26666666666666666,0,86.0,30.0,76.0,Lawman,56,1.0
1103,4yo+,1910.5,0,6.0,7.0,0.1111111111111111,0,74.0,13.0,73.0,Exceed And Excel,54,0.0
1104,4yo+,1910.5,0,4.0,2.0,0.2,0,80.0,18.0,80.0,Lethal Force,57,0.0
1106,4yo+,1910.5,0,4.0,3.0,0.05882352941176471,0,76.0,12.0,78.0,Mukhadram,56,0.0
1107,4yo+,1910.5,0,4.0,1.0,0.125,0,74.0,6.0,85.0,Dubawi,59,0.0
1108,3yo,1005.0,0,3.0,5.0,0.2222222222222222,1,63.0,59.0,58.0,Dawn Approach,58,1.0
1109,3yo,1005.0,0,3.0,1.0,0.2,0,64.0,59.0,63.0,Coach House,60,0.0
1110,3yo,1005.0,0,3.0,2.0,0.1111111111111111,0,58.0,53.0,62.0,Fountain Of Youth,56,0.0
1111,3yo,1005.0,0,3.0,10.0,0.05882352941176471,0,34.0,28.0,45.0,Ruler Of The World,52,0.0
1112,3yo,1005.0,0,3.0,9.0,0.09090909090909093,0,38.0,32.0,50.0,Dandy Man,54,0.0
1113,3yo,1005.0,0,3.0,3.0,0.125,0,47.0,40.0,61.0,Paco Boy,59,0.0
1114,3yo,1005.0,0,3.0,7.0,0.2,0,35.0,28.0,53.0,Casamento,55,0.0
1115,3yo,1005.0,0,3.0,4.0,0.047619047619047616,0,39.0,31.0,60.0,Intense Focus,55,0.0
1117,4yo+,3116.5,10,4.0,5.0,0.09090909090909093,0,102.0,95.0,102.0,Mukhadram,71,1.0
1121,4yo+,3116.5,10,9.0,7.0,0.05882352941176471,0,82.0,70.0,87.0,Dansili,68,0.0
1123,4yo+,3116.5,10,6.0,9.0,0.01492537313432836,0,38.0,11.0,76.0,September Storm,63,0.0
1127,5yo+,4827.0,10,5.0,4.0,0.3076923076923077,1,113.0,72.0,110.0,High Chaparral,68,1.0
1128,5yo+,4827.0,10,7.0,8.0,0.25,0,103.0,62.0,108.0,Black Sam Bellamy,65,0.0
1132,5yo+,4827.0,10,8.0,5.0,0.05882352941176471,0,82.0,42.0,79.0,Sulamani,69,0.0
1133,5yo+,4827.0,10,6.0,1.0,0.2,0,76.0,28.0,112.0,Getaway,69,0.0
1164,4yo+,1609.0,0,4.0,1.0,0.5,1,77.0,66.0,77.0,Scat Daddy,63,1.0
1166,4yo+,1609.0,0,10.0,12.0,0.09090909090909093,0,62.0,49.0,69.0,Kheleyf,59,0.0
1167,4yo+,1609.0,0,6.0,14.0,0.01492537313432836,0,54.0,40.0,43.0,Kheleyf,58,0.0
1168,4yo+,1609.0,0,8.0,4.0,0.029411764705882363,0,63.0,48.0,70.0,Bushranger,60,0.0
1169,4yo+,1609.0,0,9.0,10.0,0.06666666666666668,0,49.0,30.0,70.0,Mastercraftsman,60,0.0
1170,4yo+,1609.0,0,5.0,6.0,0.2857142857142857,0,51.0,31.0,67.0,Tamayuz,61,0.0
1171,4yo+,1609.0,0,6.0,7.0,0.01492537313432836,0,49.0,28.0,68.0,Vale Of York,59,0.0
1172,4yo+,1609.0,0,5.0,13.0,0.05882352941176471,0,39.0,18.0,56.0,Epaulette,57,0.0
1173,4yo+,1609.0,0,6.0,3.0,0.038461538461538464,0,46.0,24.0,71.0,Archipenko,58,0.0
1175,4yo+,1609.0,0,7.0,8.0,0.047619047619047616,0,35.0,11.0,53.0,Roderic O'Connor,60,0.0
1176,4yo+,1609.0,0,7.0,2.0,0.0099009900990099,0,33.0,6.0,37.0,Cape Cross,60,0.0
1200,4yo+,2111.5,0,4.0,13.0,0.125,0,56.0,48.0,45.0,Morpheus,54,1.0
1201,4yo+,2111.5,0,5.0,12.0,0.18181818181818185,0,50.0,43.0,45.0,Fastnet Rock,55,0.0
1202,4yo+,2111.5,0,10.0,10.0,0.1176470588235294,0,47.0,39.0,46.0,Shamardal,53,0.0
1203,4yo+,2111.5,0,6.0,6.0,0.07692307692307693,0,54.0,46.0,55.0,Excelebration,56,0.0
1204,4yo+,2111.5,0,4.0,1.0,0.2,1,60.0,50.0,63.0,Excelebration,63,0.0
1205,4yo+,2111.5,0,4.0,7.0,0.18181818181818185,0,50.0,39.0,53.0,Slade Power,57,0.0
1206,4yo+,2111.5,0,9.0,3.0,0.029411764705882363,0,53.0,43.0,60.0,Footstepsinthesand,60,0.0
1207,4yo+,2111.5,0,5.0,4.0,0.16666666666666666,0,48.0,38.0,59.0,Red Jazz,61,0.0
1208,4yo+,2111.5,0,6.0,9.0,0.029411764705882363,0,28.0,18.0,48.0,Tagula,56,0.0
1210,4yo+,2111.5,0,5.0,2.0,0.038461538461538464,0,20.0,9.0,60.0,Arakan,62,0.0
1224,5yo+,4424.0,10,7.0,2.0,0.5454545454545454,1,134.0,14.0,137.0,Winged Love,69,1.0
1225,5yo+,4424.0,10,7.0,3.0,0.18181818181818185,0,133.0,13.0,131.0,Mahler,69,0.0
1226,5yo+,4424.0,10,9.0,4.0,0.3333333333333333,0,120.0,1.0,139.0,Vinnie Roe,66,0.0
1227,4yo+,1206.0,0,4.0,1.0,0.26666666666666666,1,72.0,52.0,62.0,Dandy Man,61,1.0
1228,4yo+,1206.0,0,4.0,2.0,0.1111111111111111,0,69.0,49.0,60.0,Sixties Icon,60,0.0
1229,4yo+,1206.0,0,6.0,3.0,0.14285714285714285,0,59.0,36.0,59.0,Elzaam,59,0.0
1230,4yo+,1206.0,0,5.0,8.0,0.09090909090909093,0,50.0,27.0,51.0,Power,53,0.0
1231,4yo+,1206.0,0,7.0,5.0,0.06666666666666668,0,51.0,26.0,57.0,Lilbourne Lad,55,0.0
1232,4yo+,1206.0,0,4.0,6.0,0.2,0,46.0,20.0,56.0,Arcano,58,0.0
1233,4yo+,1206.0,0,5.0,10.0,0.08333333333333333,0,38.0,11.0,48.0,Mayson,54,0.0
1234,4yo+,1206.0,0,4.0,4.0,0.10526315789473684,0,44.0,16.0,57.0,Bungle Inthejungle,58,0.0
1267,4yo+,1206.0,0,4.0,1.0,0.25,1,73.0,63.0,62.0,Intello,61,1.0
1268,4yo+,1206.0,0,4.0,5.0,0.25,1,61.0,48.0,57.0,Dandy Man,58,0.0
1269,4yo+,1206.0,0,5.0,7.0,0.1176470588235294,0,50.0,35.0,55.0,Acclamation,58,0.0
1270,4yo+,1206.0,0,4.0,6.0,0.024390243902439025,0,49.0,32.0,57.0,Dark Angel,58,0.0
1271,4yo+,1206.0,0,7.0,10.0,0.06666666666666668,0,37.0,19.0,48.0,Royal Applause,54,0.0
1272,4yo+,1206.0,0,5.0,3.0,0.18181818181818185,0,43.0,24.0,60.0,Cityscape,60,0.0
1273,4yo+,1206.0,0,8.0,4.0,0.1,0,38.0,18.0,58.0,Exceed And Excel,59,0.0
1274,4yo+,1206.0,0,10.0,8.0,0.05882352941176471,0,32.0,11.0,52.0,Royal Applause,56,0.0
1279,4yo+,3116.5,10,5.0,1.0,0.25,1,102.0,87.0,100.0,Holy Roman Emperor,73,1.0
1281,4yo+,3116.5,10,8.0,5.0,0.1176470588235294,0,87.0,70.0,88.0,Thewayyouare,69,0.0
1282,4yo+,3116.5,10,7.0,7.0,0.25,1,78.0,58.0,85.0,Shirocco,66,0.0
1283,4yo+,3116.5,10,8.0,9.0,0.1176470588235294,0,64.0,45.0,74.0,High Chaparral,62,0.0
1286,4yo+,3116.5,10,7.0,3.0,0.01492537313432836,0,74.0,46.0,94.0,Big Bad Bob,71,0.0
