race_date,race_no,race_country,dividends,last_updated
2017-01-18,3,HK,"{""qpl"": [{""combination"": [5, 7], ""dividend"": 62.0}, {""combination"": [1, 5], ""dividend"": 70.5}, {""combination"": [1, 7], ""dividend"": 74.5}], ""quartet"": [{""combination"": [5, 7, 1, 2], ""dividend"": 14153.0}], ""tierce"": [{""combination"": [5, 7, 1], ""dividend"": 2712.0}], ""pla"": [{""combination"": [5], ""dividend"": 23.5}, {""combination"": [7], ""dividend"": 21.5}, {""combination"": [1], ""dividend"": 19.5}], ""quinella"": [{""combination"": [5, 7], ""dividend"": 154.0}], ""win"": [{""combination"": [5], ""dividend"": 65.0}], ""null"": []}",2017-01-19 00:08:47.580376
2017-01-18,1,HK,"{""qpl"": [{""combination"": [2, 5], ""dividend"": 146.5}, {""combination"": [2, 12], ""dividend"": 530.0}, {""combination"": [5, 12], ""dividend"": 2299.0}], ""quartet"": [{""combination"": [2, 5, 12, 9], ""dividend"": 447418.0}], ""tierce"": [{""combination"": [2, 5, 12], ""dividend"": 18252.0}], ""pla"": [{""combination"": [2], ""dividend"": 14.5}, {""combination"": [5], ""dividend"": 65.0}, {""combination"": [12], ""dividend"": 220.0}], ""quinella"": [{""combination"": [2, 5], ""dividend"": 319.0}], ""win"": [{""combination"": [2], ""dividend"": 28.0}], ""null"": []}",2017-01-19 00:09:21.407344
2017-01-18,8,HK,"{""qpl"": [{""combination"": [1, 3], ""dividend"": 17.5}, {""combination"": [1, 4], ""dividend"": 65.0}, {""combination"": [3, 4], ""dividend"": 71.5}], ""quartet"": [{""combination"": [1, 3, 4, 5], ""dividend"": 2354.0}], ""tierce"": [{""combination"": [1, 3, 4], ""dividend"": 423.0}], ""pla"": [{""combination"": [1], ""dividend"": 12.5}, {""combination"": [3], ""dividend"": 12.5}, {""combination"": [4], ""dividend"": 33.0}], ""quinella"": [{""combination"": [1, 3], ""dividend"": 30.5}], ""win"": [{""combination"": [1], ""dividend"": 26.0}], ""null"": []}",2017-01-19 00:10:29.302980
2017-01-18,2,HK,"{""qpl"": [{""combination"": [7, 11], ""dividend"": 222.0}, {""combination"": [3, 7], ""dividend"": 189.0}, {""combination"": [3, 11], ""dividend"": 241.5}], ""quartet"": [{""combination"": [7, 11, 3, 10], ""dividend"": 594193.0}], ""tierce"": [{""combination"": [7, 11, 3], ""dividend"": 21126.0}], ""pla"": [{""combination"": [7], ""dividend"": 36.5}, {""combination"": [11], ""dividend"": 59.0}, {""combination"": [3], ""dividend"": 26.0}], ""quinella"": [{""combination"": [7, 11], ""dividend"": 1250.5}], ""win"": [{""combination"": [7], ""dividend"": 128.5}], ""null"": []}",2017-01-19 00:11:08.181605
2017-01-22,10,HK,"{""null"": [], ""qpl"": [{""dividend"": 530.5, ""combination"": [10, 12]}, {""dividend"": 775.5, ""combination"": [12, 13]}, {""dividend"": 2356.5, ""combination"": [10, 13]}], ""quartet"": [{""dividend"": 888097.0, ""combination"": [12, 10, 13, 9]}], ""tierce"": [{""dividend"": 133430.0, ""combination"": [12, 10, 13]}], ""pla"": [{""dividend"": 31.5, ""combination"": [12]}, {""dividend"": 85.5, ""combination"": [10]}, {""dividend"": 118.0, ""combination"": [13]}], ""win"": [{""dividend"": 122.5, ""combination"": [12]}], ""quinella"": [{""dividend"": 1903.0, ""combination"": [10, 12]}]}",2017-01-23 00:06:14.330380
2017-01-22,1,HK,"{""quinella"": [{""dividend"": 1497.5, ""combination"": [3, 6]}], ""pla"": [{""dividend"": 18.0, ""combination"": [6]}, {""dividend"": 148.5, ""combination"": [3]}, {""dividend"": 13.5, ""combination"": [8]}], ""qpl"": [{""dividend"": 475.0, ""combination"": [3, 6]}, {""dividend"": 41.5, ""combination"": [6, 8]}, {""dividend"": 411.0, ""combination"": [3, 8]}], ""null"": [], ""quartet"": [{""dividend"": 43515.0, ""combination"": [6, 3, 8, 1]}], ""tierce"": [{""dividend"": 11660.0, ""combination"": [6, 3, 8]}], ""win"": [{""dividend"": 53.5, ""combination"": [6]}]}",2017-01-23 01:06:13.712750
2017-01-22,2,HK,"{""quinella"": [{""dividend"": 110.5, ""combination"": [1, 4]}], ""pla"": [{""dividend"": 12.0, ""combination"": [1]}, {""dividend"": 23.5, ""combination"": [4]}, {""dividend"": 51.0, ""combination"": [3]}], ""qpl"": [{""dividend"": 39.0, ""combination"": [1, 4]}, {""dividend"": 91.0, ""combination"": [1, 3]}, {""dividend"": 261.5, ""combination"": [3, 4]}], ""null"": [], ""quartet"": [{""dividend"": 15068.0, ""combination"": [1, 4, 3, 9]}], ""tierce"": [{""dividend"": 1890.0, ""combination"": [1, 4, 3]}], ""win"": [{""dividend"": 23.5, ""combination"": [1]}]}",2017-01-23 01:06:55.763896
2017-01-22,3,HK,"{""quinella"": [{""dividend"": 973.0, ""combination"": [5, 9]}], ""pla"": [{""dividend"": 59.0, ""combination"": [9]}, {""dividend"": 33.5, ""combination"": [5]}, {""dividend"": 42.0, ""combination"": [10]}], ""qpl"": [{""dividend"": 308.0, ""combination"": [5, 9]}, {""dividend"": 444.0, ""combination"": [9, 10]}, {""dividend"": 224.5, ""combination"": [5, 10]}], ""null"": [], ""quartet"": [{""dividend"": 187363.0, ""combination"": [9, 5, 10, 6]}], ""tierce"": [{""dividend"": 36142.0, ""combination"": [9, 5, 10]}], ""win"": [{""dividend"": 129.5, ""combination"": [9]}]}",2017-01-23 01:07:32.040648
2017-01-22,4,HK,"{""quinella"": [{""dividend"": 62.0, ""combination"": [3, 7]}], ""pla"": [{""dividend"": 16.0, ""combination"": [7]}, {""dividend"": 13.5, ""combination"": [3]}, {""dividend"": 32.0, ""combination"": [10]}], ""qpl"": [{""dividend"": 31.0, ""combination"": [3, 7]}, {""dividend"": 90.5, ""combination"": [7, 10]}, {""dividend"": 93.0, ""combination"": [3, 10]}], ""null"": [], ""quartet"": [{""dividend"": 5054.0, ""combination"": [7, 3, 10, 4]}], ""tierce"": [{""dividend"": 1225.0, ""combination"": [7, 3, 10]}], ""win"": [{""dividend"": 31.0, ""combination"": [7]}]}",2017-01-23 01:08:22.432439
2017-01-22,5,HK,"{""quinella"": [{""dividend"": 5398.5, ""combination"": [4, 10]}], ""pla"": [{""dividend"": 312.0, ""combination"": [4]}, {""dividend"": 24.0, ""combination"": [10]}, {""dividend"": 55.5, ""combination"": [1]}], ""qpl"": [{""dividend"": 1446.5, ""combination"": [4, 10]}, {""dividend"": 2258.0, ""combination"": [1, 4]}, {""dividend"": 228.5, ""combination"": [1, 10]}], ""null"": [], ""quartet"": [{""dividend"": 2645989.0, ""combination"": [4, 10, 1, 13]}], ""tierce"": [{""dividend"": 74243.0, ""combination"": [4, 10, 1]}], ""win"": [{""dividend"": 1406.5, ""combination"": [4]}]}",2017-01-23 01:09:12.401045
2017-01-22,6,HK,"{""quinella"": [{""dividend"": 102.0, ""combination"": [6, 14]}], ""pla"": [{""dividend"": 21.0, ""combination"": [14]}, {""dividend"": 14.5, ""combination"": [6]}, {""dividend"": 24.0, ""combination"": [13]}], ""qpl"": [{""dividend"": 39.0, ""combination"": [6, 14]}, {""dividend"": 67.0, ""combination"": [13, 14]}, {""dividend"": 64.0, ""combination"": [6, 13]}], ""null"": [], ""quartet"": [{""dividend"": 32516.0, ""combination"": [14, 6, 13, 4]}], ""tierce"": [{""dividend"": 1173.0, ""combination"": [14, 6, 13]}], ""win"": [{""dividend"": 64.5, ""combination"": [14]}]}",2017-01-23 01:09:46.783640
2017-01-22,7,HK,"{""quinella"": [{""dividend"": 167.5, ""combination"": [9, 14]}], ""pla"": [{""dividend"": 11.5, ""combination"": [14]}, {""dividend"": 55.5, ""combination"": [9]}, {""dividend"": 73.5, ""combination"": [6]}], ""qpl"": [{""dividend"": 68.5, ""combination"": [9, 14]}, {""dividend"": 111.0, ""combination"": [6, 14]}, {""dividend"": 752.0, ""combination"": [6, 9]}], ""null"": [], ""quartet"": [{""dividend"": 45690.0, ""combination"": [14, 9, 6, 13]}], ""tierce"": [{""dividend"": 3671.0, ""combination"": [14, 9, 6]}], ""win"": [{""dividend"": 17.0, ""combination"": [14]}]}",2017-01-23 01:10:20.564642
2017-01-22,8,HK,"{""quinella"": [{""dividend"": 465.0, ""combination"": [3, 7]}], ""pla"": [{""dividend"": 66.0, ""combination"": [3]}, {""dividend"": 13.0, ""combination"": [7]}, {""dividend"": 256.0, ""combination"": [4]}], ""qpl"": [{""dividend"": 155.0, ""combination"": [3, 7]}, {""dividend"": 2136.5, ""combination"": [3, 4]}, {""dividend"": 529.5, ""combination"": [4, 7]}], ""null"": [], ""quartet"": [{""dividend"": 430697.0, ""combination"": [3, 7, 4, 1]}], ""tierce"": [{""dividend"": 48713.0, ""combination"": [3, 7, 4]}], ""win"": [{""dividend"": 347.5, ""combination"": [3]}]}",2017-01-23 01:11:05.331861
2017-01-22,9,HK,"{""quinella"": [{""dividend"": 159.5, ""combination"": [1, 13]}], ""pla"": [{""dividend"": 13.0, ""combination"": [1]}, {""dividend"": 33.0, ""combination"": [13]}, {""dividend"": 18.0, ""combination"": [2]}], ""qpl"": [{""dividend"": 68.5, ""combination"": [1, 13]}, {""dividend"": 28.5, ""combination"": [1, 2]}, {""dividend"": 112.5, ""combination"": [2, 13]}], ""null"": [], ""quartet"": [{""dividend"": 7695.0, ""combination"": [1, 13, 2, 9]}], ""tierce"": [{""dividend"": 1111.0, ""combination"": [1, 13, 2]}], ""win"": [{""dividend"": 21.0, ""combination"": [1]}]}",2017-01-23 01:11:50.440593
2017-01-25,2,HK,"{""tierce"": [{""dividend"": 792.0, ""combination"": [4, 9, 2]}], ""quinella"": [{""dividend"": 107.0, ""combination"": [4, 9]}], ""qpl"": [{""dividend"": 43.0, ""combination"": [4, 9]}, {""dividend"": 50.5, ""combination"": [2, 4]}, {""dividend"": 38.0, ""combination"": [2, 9]}], ""null"": [], ""win"": [{""dividend"": 55.0, ""combination"": [4]}], ""quartet"": [{""dividend"": 3707.0, ""combination"": [4, 9, 2, 8]}], ""pla"": [{""dividend"": 20.0, ""combination"": [4]}, {""dividend"": 15.0, ""combination"": [9]}, {""dividend"": 14.5, ""combination"": [2]}]}",2017-01-26 00:05:03.828857
2017-01-25,5,HK,"{""tierce"": [{""dividend"": 2210.0, ""combination"": [9, 10, 8]}], ""quinella"": [{""dividend"": 152.5, ""combination"": [9, 10]}], ""qpl"": [{""dividend"": 59.5, ""combination"": [9, 10]}, {""dividend"": 56.5, ""combination"": [8, 9]}, {""dividend"": 202.0, ""combination"": [8, 10]}], ""null"": [], ""win"": [{""dividend"": 22.0, ""combination"": [9]}], ""quartet"": [{""dividend"": 15883.0, ""combination"": [9, 10, 8, 12]}], ""pla"": [{""dividend"": 13.0, ""combination"": [9]}, {""dividend"": 34.5, ""combination"": [10]}, {""dividend"": 33.0, ""combination"": [8]}]}",2017-01-26 00:06:01.695808
2017-01-25,7,HK,"{""tierce"": [{""dividend"": 882.0, ""combination"": [6, 3, 7]}], ""quinella"": [{""dividend"": 80.5, ""combination"": [3, 6]}], ""qpl"": [{""dividend"": 32.0, ""combination"": [3, 6]}, {""dividend"": 66.0, ""combination"": [6, 7]}, {""dividend"": 63.5, ""combination"": [3, 7]}], ""null"": [], ""win"": [{""dividend"": 36.0, ""combination"": [6]}], ""quartet"": [{""dividend"": 4027.0, ""combination"": [6, 3, 7, 1]}], ""pla"": [{""dividend"": 16.0, ""combination"": [6]}, {""dividend"": 17.0, ""combination"": [3]}, {""dividend"": 29.5, ""combination"": [7]}]}",2017-01-26 00:07:00.586085
2017-01-25,8,HK,"{""tierce"": [{""dividend"": 28187.0, ""combination"": [12, 4, 7]}], ""quinella"": [{""dividend"": 2707.5, ""combination"": [4, 12]}], ""qpl"": [{""dividend"": 587.5, ""combination"": [4, 12]}, {""dividend"": 204.0, ""combination"": [7, 12]}, {""dividend"": 165.5, ""combination"": [4, 7]}], ""null"": [], ""win"": [{""dividend"": 356.0, ""combination"": [12]}], ""quartet"": [{""dividend"": 45956.0, ""combination"": [12, 4, 7, 8]}], ""pla"": [{""dividend"": 56.0, ""combination"": [12]}, {""dividend"": 52.0, ""combination"": [4]}, {""dividend"": 17.0, ""combination"": [7]}]}",2017-01-26 00:07:45.740353
2017-01-25,9,HK,"{""tierce"": [{""dividend"": 485.0, ""combination"": [9, 8, 4]}], ""quinella"": [{""dividend"": 48.5, ""combination"": [8, 9]}], ""qpl"": [{""dividend"": 20.5, ""combination"": [8, 9]}, {""dividend"": 70.5, ""combination"": [4, 9]}, {""dividend"": 75.0, ""combination"": [4, 8]}], ""null"": [], ""win"": [{""dividend"": 26.0, ""combination"": [9]}], ""quartet"": [{""dividend"": 5001.0, ""combination"": [9, 8, 4, 6]}], ""pla"": [{""dividend"": 12.5, ""combination"": [9]}, {""dividend"": 15.0, ""combination"": [8]}, {""dividend"": 32.5, ""combination"": [4]}]}",2017-01-26 00:08:30.090554
2017-01-25,3,HK,"{""tierce"": [{""dividend"": 1677.0, ""combination"": [7, 5, 9]}], ""quinella"": [{""dividend"": 110.5, ""combination"": [5, 7]}], ""qpl"": [{""dividend"": 43.0, ""combination"": [5, 7]}, {""dividend"": 95.0, ""combination"": [7, 9]}, {""dividend"": 104.5, ""combination"": [5, 9]}], ""null"": [], ""win"": [{""dividend"": 35.5, ""combination"": [7]}], ""quartet"": [{""dividend"": 13603.0, ""combination"": [7, 5, 9, 2]}], ""pla"": [{""dividend"": 14.0, ""combination"": [7]}, {""dividend"": 19.0, ""combination"": [5]}, {""dividend"": 36.5, ""combination"": [9]}]}",2017-01-26 00:09:27.449230
2017-01-25,4,HK,"{""tierce"": [{""dividend"": 4462.0, ""combination"": [1, 2, 7]}], ""quinella"": [{""dividend"": 177.5, ""combination"": [1, 2]}], ""qpl"": [{""dividend"": 89.0, ""combination"": [1, 2]}, {""dividend"": 158.5, ""combination"": [1, 7]}, {""dividend"": 54.0, ""combination"": [2, 7]}], ""null"": [], ""win"": [{""dividend"": 165.0, ""combination"": [1]}], ""quartet"": [{""dividend"": 218904.0, ""combination"": [1, 2, 7, 3]}], ""pla"": [{""dividend"": 41.5, ""combination"": [1]}, {""dividend"": 13.0, ""combination"": [2]}, {""dividend"": 27.0, ""combination"": [7]}]}",2017-01-26 00:10:01.597411
2017-01-25,1,HK,"{""tierce"": [{""dividend"": 28307.0, ""combination"": [6, 11, 4]}], ""quinella"": [{""dividend"": 3763.5, ""combination"": [6, 11]}], ""qpl"": [{""dividend"": 880.5, ""combination"": [6, 11]}, {""dividend"": 90.0, ""combination"": [4, 6]}, {""dividend"": 133.0, ""combination"": [4, 11]}], ""null"": [], ""win"": [{""dividend"": 236.0, ""combination"": [6]}], ""quartet"": [{""dividend"": 229732.0, ""combination"": [6, 11, 4, 9]}], ""pla"": [{""dividend"": 58.0, ""combination"": [6]}, {""dividend"": 75.5, ""combination"": [11]}, {""dividend"": 12.0, ""combination"": [4]}]}",2017-01-26 00:10:49.068429
2017-01-25,6,HK,"{""tierce"": [{""dividend"": 3607.0, ""combination"": [9, 8, 10]}], ""quinella"": [{""dividend"": 267.0, ""combination"": [8, 9]}], ""qpl"": [{""dividend"": 118.5, ""combination"": [8, 9]}, {""dividend"": 71.5, ""combination"": [9, 10]}, {""dividend"": 150.5, ""combination"": [8, 10]}], ""null"": [], ""win"": [{""dividend"": 43.5, ""combination"": [9]}], ""quartet"": [{""dividend"": 59397.0, ""combination"": [9, 8, 10, 2]}], ""pla"": [{""dividend"": 18.5, ""combination"": [9]}, {""dividend"": 43.5, ""combination"": [8]}, {""dividend"": 25.5, ""combination"": [10]}]}",2017-01-26 00:11:58.055550
2017-01-30,11,HK,"{""quinella"": [{""dividend"": 127.5, ""combination"": [1, 3]}], ""pla"": [{""dividend"": 13.5, ""combination"": [3]}, {""dividend"": 25.0, ""combination"": [1]}, {""dividend"": 31.0, ""combination"": [8]}], ""null"": [], ""qpl"": [{""dividend"": 45.0, ""combination"": [1, 3]}, {""dividend"": 71.0, ""combination"": [3, 8]}, {""dividend"": 176.0, ""combination"": [1, 8]}], ""tierce"": [{""dividend"": 1700.0, ""combination"": [3, 1, 8]}], ""win"": [{""dividend"": 28.0, ""combination"": [3]}], ""quartet"": [{""dividend"": 32387.0, ""combination"": [3, 1, 8, 9]}]}",2017-01-31 00:08:43.781328
2017-01-30,9,HK,"{""pla"": [{""combination"": [7], ""dividend"": 15.0}, {""combination"": [9], ""dividend"": 43.0}, {""combination"": [1], ""dividend"": 18.0}], ""qpl"": [{""combination"": [7, 9], ""dividend"": 111.0}, {""combination"": [1, 7], ""dividend"": 39.5}, {""combination"": [1, 9], ""dividend"": 170.5}], ""null"": [], ""quinella"": [{""combination"": [7, 9], ""dividend"": 329.0}], ""win"": [{""combination"": [7], ""dividend"": 31.5}], ""quartet"": [{""combination"": [7, 9, 1, 8], ""dividend"": 15138.0}], ""tierce"": [{""combination"": [7, 9, 1], ""dividend"": 2372.0}]}",2017-01-31 02:09:11.174881
2017-01-30,1,HK,"{""pla"": [{""combination"": [7], ""dividend"": 17.0}, {""combination"": [11], ""dividend"": 30.5}, {""combination"": [8], ""dividend"": 47.0}], ""qpl"": [{""combination"": [7, 11], ""dividend"": 67.5}, {""combination"": [7, 8], ""dividend"": 112.0}, {""combination"": [8, 11], ""dividend"": 226.0}], ""null"": [], ""quinella"": [{""combination"": [7, 11], ""dividend"": 166.0}], ""win"": [{""combination"": [7], ""dividend"": 47.5}], ""quartet"": [{""combination"": [7, 11, 8, 12], ""dividend"": 37744.0}], ""tierce"": [{""combination"": [7, 11, 8], ""dividend"": 2807.0}]}",2017-01-31 02:10:17.746203
2017-01-30,8,HK,"{""pla"": [{""combination"": [5], ""dividend"": 12.5}, {""combination"": [3], ""dividend"": 13.5}, {""combination"": [9], ""dividend"": 31.0}], ""qpl"": [{""combination"": [3, 5], ""dividend"": 22.0}, {""combination"": [5, 9], ""dividend"": 43.0}, {""combination"": [3, 9], ""dividend"": 81.0}], ""null"": [], ""quinella"": [{""combination"": [3, 5], ""dividend"": 46.0}], ""win"": [{""combination"": [5], ""dividend"": 29.0}], ""quartet"": [{""combination"": [5, 3, 9, 2], ""dividend"": 5779.0}], ""tierce"": [{""combination"": [5, 3, 9], ""dividend"": 599.0}]}",2017-01-31 02:08:45.710955
2017-01-30,5,HK,"{""pla"": [{""combination"": [8], ""dividend"": 14.5}, {""combination"": [1], ""dividend"": 39.0}, {""combination"": [7], ""dividend"": 15.5}], ""qpl"": [{""combination"": [1, 8], ""dividend"": 101.5}, {""combination"": [7, 8], ""dividend"": 31.5}, {""combination"": [1, 7], ""dividend"": 99.0}], ""null"": [], ""quinella"": [{""combination"": [1, 8], ""dividend"": 341.0}], ""win"": [{""combination"": [8], ""dividend"": 40.5}], ""quartet"": [{""combination"": [8, 1, 7, 12], ""dividend"": 22267.0}], ""tierce"": [{""combination"": [8, 1, 7], ""dividend"": 1921.0}]}",2017-01-31 02:12:47.227765
2017-02-02,7,HK,"{""tierce"": [{""combination"": [3, 5, 1], ""dividend"": 2087.0}], ""quinella"": [{""combination"": [3, 5], ""dividend"": 106.0}], ""null"": [], ""qpl"": [{""combination"": [3, 5], ""dividend"": 44.0}, {""combination"": [1, 3], ""dividend"": 118.5}, {""combination"": [1, 5], ""dividend"": 29.5}], ""pla"": [{""combination"": [3], ""dividend"": 31.5}, {""combination"": [5], ""dividend"": 11.0}, {""combination"": [1], ""dividend"": 19.0}], ""quartet"": [{""combination"": [3, 5, 1, 10], ""dividend"": 18315.0}], ""win"": [{""combination"": [3], ""dividend"": 150.5}]}",2017-02-03 02:13:45.615231
2017-01-30,6,HK,"{""pla"": [{""combination"": [2], ""dividend"": 10.1}, {""combination"": [5], ""dividend"": 36.5}, {""combination"": [3], ""dividend"": 30.0}], ""qpl"": [{""combination"": [2, 5], ""dividend"": 52.5}, {""combination"": [2, 3], ""dividend"": 45.5}, {""combination"": [3, 5], ""dividend"": 124.0}], ""null"": [], ""quinella"": [{""combination"": [2, 5], ""dividend"": 128.5}], ""win"": [{""combination"": [2], ""dividend"": 18.5}], ""quartet"": [{""combination"": [2, 5, 3, 10], ""dividend"": 4790.0}], ""tierce"": [{""combination"": [2, 5, 3], ""dividend"": 767.0}]}",2017-01-31 02:07:19.750488
2017-01-30,7,HK,"{""pla"": [{""combination"": [9], ""dividend"": 30.5}, {""combination"": [11], ""dividend"": 12.0}, {""combination"": [13], ""dividend"": 601.0}], ""qpl"": [{""combination"": [9, 11], ""dividend"": 45.0}, {""combination"": [9, 13], ""dividend"": 2940.5}, {""combination"": [11, 13], ""dividend"": 1703.0}], ""null"": [], ""quinella"": [{""combination"": [9, 11], ""dividend"": 117.0}], ""win"": [{""combination"": [9], ""dividend"": 91.0}], ""quartet"": [{""combination"": [9, 11, 13, 8], ""dividend"": 304609.0}], ""tierce"": [{""combination"": [9, 11, 13], ""dividend"": 31367.0}]}",2017-01-31 02:08:12.061865
2017-01-30,10,HK,"{""pla"": [{""combination"": [7], ""dividend"": 35.5}, {""combination"": [13], ""dividend"": 23.0}, {""combination"": [4], ""dividend"": 25.5}], ""qpl"": [{""combination"": [7, 13], ""dividend"": 176.5}, {""combination"": [4, 7], ""dividend"": 199.0}, {""combination"": [4, 13], ""dividend"": 89.5}], ""null"": [], ""quinella"": [{""combination"": [7, 13], ""dividend"": 453.0}], ""win"": [{""combination"": [7], ""dividend"": 115.5}], ""quartet"": [{""combination"": [7, 13, 4, 2], ""dividend"": 16350.0}], ""tierce"": [{""combination"": [7, 13, 4], ""dividend"": 7625.0}]}",2017-01-31 02:09:45.111189
2017-01-30,2,HK,"{""pla"": [{""combination"": [2], ""dividend"": 17.0}, {""combination"": [5], ""dividend"": 20.5}, {""combination"": [1], ""dividend"": 20.5}], ""qpl"": [{""combination"": [2, 5], ""dividend"": 50.0}, {""combination"": [1, 2], ""dividend"": 56.5}, {""combination"": [1, 5], ""dividend"": 67.5}], ""null"": [], ""quinella"": [{""combination"": [2, 5], ""dividend"": 130.0}], ""win"": [{""combination"": [2], ""dividend"": 40.5}], ""quartet"": [{""combination"": [2, 5, 1, 6], ""dividend"": 7349.0}], ""tierce"": [{""combination"": [2, 5, 1], ""dividend"": 1576.0}]}",2017-01-31 02:10:57.635592
2017-01-30,3,HK,"{""pla"": [{""combination"": [8], ""dividend"": 64.5}, {""combination"": [4], ""dividend"": 22.5}, {""combination"": [9], ""dividend"": 64.5}], ""qpl"": [{""combination"": [4, 8], ""dividend"": 241.0}, {""combination"": [8, 9], ""dividend"": 622.0}, {""combination"": [4, 9], ""dividend"": 275.5}], ""null"": [], ""quinella"": [{""combination"": [4, 8], ""dividend"": 854.5}], ""win"": [{""combination"": [8], ""dividend"": 242.0}], ""quartet"": [{""combination"": [8, 4, 9, 5], ""dividend"": 299414.0}], ""tierce"": [{""combination"": [8, 4, 9], ""dividend"": 51819.0}]}",2017-01-31 02:11:42.506172
2017-01-30,4,HK,"{""pla"": [{""combination"": [4], ""dividend"": 21.5}, {""combination"": [3], ""dividend"": 10.1}, {""combination"": [5], ""dividend"": 26.0}], ""qpl"": [{""combination"": [3, 4], ""dividend"": 29.5}, {""combination"": [4, 5], ""dividend"": 86.0}, {""combination"": [3, 5], ""dividend"": 38.0}], ""null"": [], ""quinella"": [{""combination"": [3, 4], ""dividend"": 72.5}], ""win"": [{""combination"": [4], ""dividend"": 90.0}], ""quartet"": [{""combination"": [4, 3, 5, 2], ""dividend"": 5225.0}], ""tierce"": [{""combination"": [4, 3, 5], ""dividend"": 1105.0}]}",2017-01-31 02:12:26.995676
2017-02-02,8,HK,"{""win"": [{""dividend"": 164.5, ""combination"": [5]}], ""qpl"": [{""dividend"": 97.0, ""combination"": [4, 5]}, {""dividend"": 190.0, ""combination"": [2, 5]}, {""dividend"": 53.0, ""combination"": [2, 4]}], ""tierce"": [{""dividend"": 4394.0, ""combination"": [5, 4, 2]}], ""null"": [], ""pla"": [{""dividend"": 45.0, ""combination"": [5]}, {""dividend"": 13.5, ""combination"": [4]}, {""dividend"": 26.0, ""combination"": [2]}], ""quartet"": [{""dividend"": 35784.0, ""combination"": [5, 4, 2, 11]}], ""quinella"": [{""dividend"": 296.5, ""combination"": [4, 5]}]}",2017-02-03 00:09:27.033645
2017-02-02,6,HK,"{""tierce"": [{""combination"": [3, 9, 2], ""dividend"": 560.0}], ""quinella"": [{""combination"": [3, 9], ""dividend"": 63.5}], ""null"": [], ""qpl"": [{""combination"": [3, 9], ""dividend"": 30.0}, {""combination"": [2, 3], ""dividend"": 53.0}, {""combination"": [2, 9], ""dividend"": 104.5}], ""pla"": [{""combination"": [3], ""dividend"": 11.0}, {""combination"": [9], ""dividend"": 22.5}, {""combination"": [2], ""dividend"": 31.0}], ""quartet"": [{""combination"": [3, 9, 2, 7], ""dividend"": 7262.0}], ""win"": [{""combination"": [3], ""dividend"": 17.5}]}",2017-02-03 02:13:13.857480
2017-02-02,4,HK,"{""tierce"": [{""combination"": [4, 2, 12], ""dividend"": 1525.0}], ""quinella"": [{""combination"": [2, 4], ""dividend"": 119.5}], ""null"": [], ""qpl"": [{""combination"": [2, 4], ""dividend"": 41.0}, {""combination"": [4, 12], ""dividend"": 64.5}, {""combination"": [2, 12], ""dividend"": 59.5}], ""pla"": [{""combination"": [4], ""dividend"": 18.5}, {""combination"": [2], ""dividend"": 17.0}, {""combination"": [12], ""dividend"": 22.5}], ""quartet"": [{""combination"": [4, 2, 12, 8], ""dividend"": 8320.0}], ""win"": [{""combination"": [4], ""dividend"": 56.5}]}",2017-02-03 02:14:19.263413
2017-02-02,5,HK,"{""tierce"": [{""combination"": [2, 5, 10], ""dividend"": 2346.0}], ""quinella"": [{""combination"": [2, 5], ""dividend"": 89.5}], ""null"": [], ""qpl"": [{""combination"": [2, 5], ""dividend"": 37.5}, {""combination"": [2, 10], ""dividend"": 167.0}, {""combination"": [5, 10], ""dividend"": 132.0}], ""pla"": [{""combination"": [2], ""dividend"": 14.5}, {""combination"": [5], ""dividend"": 15.5}, {""combination"": [10], ""dividend"": 56.0}], ""quartet"": [{""combination"": [2, 5, 10, 6], ""dividend"": 11665.0}], ""win"": [{""combination"": [2], ""dividend"": 32.0}]}",2017-02-03 02:14:53.375204
2017-02-02,2,HK,"{""tierce"": [{""combination"": [1, 7, 4], ""dividend"": 3323.0}], ""quinella"": [{""combination"": [1, 7], ""dividend"": 125.0}], ""null"": [], ""qpl"": [{""combination"": [1, 7], ""dividend"": 47.0}, {""combination"": [1, 4], ""dividend"": 173.5}, {""combination"": [4, 7], ""dividend"": 134.5}], ""pla"": [{""combination"": [1], ""dividend"": 17.5}, {""combination"": [7], ""dividend"": 17.0}, {""combination"": [4], ""dividend"": 53.5}], ""quartet"": [{""combination"": [1, 7, 4, 5], ""dividend"": 28538.0}], ""win"": [{""combination"": [1], ""dividend"": 53.0}]}",2017-02-03 02:12:02.788160
2017-02-02,3,HK,"{""tierce"": [{""combination"": [2, 8, 6], ""dividend"": 6209.0}], ""quinella"": [{""combination"": [2, 8], ""dividend"": 318.0}], ""null"": [], ""qpl"": [{""combination"": [2, 8], ""dividend"": 111.5}, {""combination"": [2, 6], ""dividend"": 128.5}, {""combination"": [6, 8], ""dividend"": 596.5}], ""pla"": [{""combination"": [2], ""dividend"": 13.0}, {""combination"": [8], ""dividend"": 56.0}, {""combination"": [6], ""dividend"": 54.5}], ""quartet"": [{""combination"": [2, 8, 6, 5], ""dividend"": 114959.0}], ""win"": [{""combination"": [2], ""dividend"": 25.0}]}",2017-02-03 02:12:43.930125
