race_date,race_no,race_country,dividends,last_updated
2017-10-25,5,HK,"{""quartet"": [{""dividend"": 35255.0, ""combination"": [5, 2, 8, 10]}], ""quinella"": [{""dividend"": 222.0, ""combination"": [2, 5]}], ""tierce"": [{""dividend"": 1707.0, ""combination"": [5, 2, 8]}], ""null"": [], ""qpl"": [{""dividend"": 70.0, ""combination"": [2, 5]}, {""dividend"": 35.0, ""combination"": [5, 8]}, {""dividend"": 49.0, ""combination"": [2, 8]}], ""pla"": [{""dividend"": 20.0, ""combination"": [5]}, {""dividend"": 19.0, ""combination"": [2]}, {""dividend"": 12.5, ""combination"": [8]}], ""win"": [{""dividend"": 63.5, ""combination"": [5]}]}",2017-10-26 00:07:16.568657
2017-10-25,6,HK,"{""quartet"": [{""dividend"": 11625.0, ""combination"": [5, 1, 12, 3]}], ""quinella"": [{""dividend"": 165.0, ""combination"": [1, 5]}], ""tierce"": [{""dividend"": 3360.0, ""combination"": [5, 1, 12]}], ""null"": [], ""qpl"": [{""dividend"": 64.0, ""combination"": [1, 5]}, {""dividend"": 166.5, ""combination"": [5, 12]}, {""dividend"": 71.5, ""combination"": [1, 12]}], ""pla"": [{""dividend"": 32.0, ""combination"": [5]}, {""dividend"": 12.5, ""combination"": [1]}, {""dividend"": 36.0, ""combination"": [12]}], ""win"": [{""dividend"": 149.0, ""combination"": [5]}]}",2017-10-26 00:07:43.155333
2017-10-25,7,HK,"{""quartet"": [{""dividend"": 20801.0, ""combination"": [4, 1, 8, 3]}], ""quinella"": [{""dividend"": 186.5, ""combination"": [1, 4]}], ""tierce"": [{""dividend"": 3015.0, ""combination"": [4, 1, 8]}], ""null"": [], ""qpl"": [{""dividend"": 59.5, ""combination"": [1, 4]}, {""dividend"": 104.0, ""combination"": [4, 8]}, {""dividend"": 202.5, ""combination"": [1, 8]}], ""pla"": [{""dividend"": 17.0, ""combination"": [4]}, {""dividend"": 26.0, ""combination"": [1]}, {""dividend"": 45.0, ""combination"": [8]}], ""win"": [{""dividend"": 49.5, ""combination"": [4]}]}",2017-10-26 00:08:17.341951
2017-10-25,8,HK,"{""quartet"": [{""dividend"": 20464.0, ""combination"": [1, 11, 6, 5]}], ""quinella"": [{""dividend"": 140.0, ""combination"": [1, 11]}], ""tierce"": [{""dividend"": 1683.0, ""combination"": [1, 11, 6]}], ""null"": [], ""qpl"": [{""dividend"": 55.0, ""combination"": [1, 11]}, {""dividend"": 44.5, ""combination"": [1, 6]}, {""dividend"": 205.5, ""combination"": [6, 11]}], ""pla"": [{""dividend"": 10.5, ""combination"": [1]}, {""dividend"": 38.5, ""combination"": [11]}, {""dividend"": 30.5, ""combination"": [6]}], ""win"": [{""dividend"": 18.0, ""combination"": [1]}]}",2017-10-26 00:08:39.180655
2017-10-29,7,HK,"{""quartet"": [{""dividend"": 36509.0, ""combination"": [3, 2, 9, 7]}], ""tierce"": [{""dividend"": 2740.0, ""combination"": [3, 2, 9]}], ""pla"": [{""dividend"": 27.5, ""combination"": [3]}, {""dividend"": 14.5, ""combination"": [2]}, {""dividend"": 21.5, ""combination"": [9]}], ""qpl"": [{""dividend"": 68.0, ""combination"": [2, 3]}, {""dividend"": 105.0, ""combination"": [3, 9]}, {""dividend"": 34.5, ""combination"": [2, 9]}], ""quinella"": [{""dividend"": 190.0, ""combination"": [2, 3]}], ""null"": [], ""win"": [{""dividend"": 93.0, ""combination"": [3]}]}",2017-10-30 00:05:56.197771
2017-10-29,8,HK,"{""quartet"": [{""dividend"": 330259.0, ""combination"": [1, 10, 3, 7]}], ""tierce"": [{""dividend"": 18110.0, ""combination"": [1, 10, 3]}], ""pla"": [{""dividend"": 12.0, ""combination"": [1]}, {""dividend"": 151.0, ""combination"": [10]}, {""dividend"": 44.5, ""combination"": [3]}], ""qpl"": [{""dividend"": 363.0, ""combination"": [1, 10]}, {""dividend"": 75.0, ""combination"": [1, 3]}, {""dividend"": 1584.0, ""combination"": [3, 10]}], ""quinella"": [{""dividend"": 1085.5, ""combination"": [1, 10]}], ""null"": [], ""win"": [{""dividend"": 20.0, ""combination"": [1]}]}",2017-10-30 00:06:29.848050
2017-10-29,9,HK,"{""quartet"": [{""dividend"": 33113.0, ""combination"": [5, 1, 8, 4]}], ""tierce"": [{""dividend"": 7441.0, ""combination"": [5, 1, 8]}], ""pla"": [{""dividend"": 34.0, ""combination"": [5]}, {""dividend"": 20.5, ""combination"": [1]}, {""dividend"": 33.0, ""combination"": [8]}], ""qpl"": [{""dividend"": 151.5, ""combination"": [1, 5]}, {""dividend"": 177.5, ""combination"": [5, 8]}, {""dividend"": 131.0, ""combination"": [1, 8]}], ""quinella"": [{""dividend"": 462.0, ""combination"": [1, 5]}], ""null"": [], ""win"": [{""dividend"": 99.5, ""combination"": [5]}]}",2017-10-30 00:06:57.188615
2017-10-29,1,HK,"{""quartet"": [{""dividend"": 1750.0, ""combination"": [2, 1, 3, 8]}], ""tierce"": [{""dividend"": 646.0, ""combination"": [2, 1, 3]}], ""pla"": [{""dividend"": 18.5, ""combination"": [2]}, {""dividend"": 17.5, ""combination"": [1]}, {""dividend"": 14.5, ""combination"": [3]}], ""qpl"": [{""dividend"": 39.0, ""combination"": [1, 2]}, {""dividend"": 47.5, ""combination"": [2, 3]}, {""dividend"": 39.5, ""combination"": [1, 3]}], ""quinella"": [{""dividend"": 105.0, ""combination"": [1, 2]}], ""null"": [], ""win"": [{""dividend"": 58.0, ""combination"": [2]}]}",2017-10-30 00:07:29.221689
2017-10-29,2,HK,"{""quartet"": [{""dividend"": 54069.0, ""combination"": [7, 6, 3, 1]}], ""tierce"": [{""dividend"": 14103.0, ""combination"": [7, 6, 3]}], ""pla"": [{""dividend"": 20.0, ""combination"": [7]}, {""dividend"": 68.5, ""combination"": [6]}, {""dividend"": 35.5, ""combination"": [3]}], ""qpl"": [{""dividend"": 255.0, ""combination"": [6, 7]}, {""dividend"": 146.5, ""combination"": [3, 7]}, {""dividend"": 465.5, ""combination"": [3, 6]}], ""quinella"": [{""dividend"": 987.5, ""combination"": [6, 7]}], ""null"": [], ""win"": [{""dividend"": 58.0, ""combination"": [7]}]}",2017-10-30 00:08:04.685560
2017-10-29,10,HK,"{""quartet"": [{""dividend"": 14336.0, ""combination"": [4, 6, 7, 10]}], ""tierce"": [{""dividend"": 1891.0, ""combination"": [4, 6, 7]}], ""pla"": [{""dividend"": 15.0, ""combination"": [4]}, {""dividend"": 22.0, ""combination"": [6]}, {""dividend"": 55.0, ""combination"": [7]}], ""qpl"": [{""dividend"": 32.5, ""combination"": [4, 6]}, {""dividend"": 158.5, ""combination"": [4, 7]}, {""dividend"": 242.0, ""combination"": [6, 7]}], ""quinella"": [{""dividend"": 88.0, ""combination"": [4, 6]}], ""null"": [], ""win"": [{""dividend"": 28.5, ""combination"": [4]}]}",2017-10-30 00:08:32.986762
2017-10-29,3,HK,"{""quartet"": [{""dividend"": 25561.0, ""combination"": [10, 4, 12, 5]}], ""tierce"": [{""dividend"": 2765.0, ""combination"": [10, 4, 12]}], ""pla"": [{""dividend"": 31.0, ""combination"": [10]}, {""dividend"": 15.5, ""combination"": [4]}, {""dividend"": 14.5, ""combination"": [12]}], ""qpl"": [{""dividend"": 74.5, ""combination"": [4, 10]}, {""dividend"": 83.0, ""combination"": [10, 12]}, {""dividend"": 35.0, ""combination"": [4, 12]}], ""quinella"": [{""dividend"": 211.0, ""combination"": [4, 10]}], ""null"": [], ""win"": [{""dividend"": 79.5, ""combination"": [10]}]}",2017-10-30 00:09:03.416854
2017-10-29,4,HK,"{""quartet"": [{""dividend"": 10050.0, ""combination"": [11, 1, 12, 10]}], ""tierce"": [{""dividend"": 1284.0, ""combination"": [11, 1, 12]}], ""pla"": [{""dividend"": 20.0, ""combination"": [11]}, {""dividend"": 10.5, ""combination"": [1]}, {""dividend"": 35.5, ""combination"": [12]}], ""qpl"": [{""dividend"": 24.5, ""combination"": [1, 11]}, {""dividend"": 110.5, ""combination"": [11, 12]}, {""dividend"": 50.0, ""combination"": [1, 12]}], ""quinella"": [{""dividend"": 55.5, ""combination"": [1, 11]}], ""null"": [], ""win"": [{""dividend"": 81.5, ""combination"": [11]}]}",2017-10-30 00:09:43.749253
2017-10-29,5,HK,"{""quartet"": [{""dividend"": 307990.0, ""combination"": [9, 6, 10, 4]}], ""tierce"": [{""dividend"": 19542.0, ""combination"": [9, 6, 10]}], ""pla"": [{""dividend"": 36.5, ""combination"": [9]}, {""dividend"": 52.0, ""combination"": [6]}, {""dividend"": 33.5, ""combination"": [10]}], ""qpl"": [{""dividend"": 285.0, ""combination"": [6, 9]}, {""dividend"": 224.0, ""combination"": [9, 10]}, {""dividend"": 262.0, ""combination"": [6, 10]}], ""quinella"": [{""dividend"": 995.5, ""combination"": [6, 9]}], ""null"": [], ""win"": [{""dividend"": 129.5, ""combination"": [9]}]}",2017-10-30 00:10:08.053305
2017-10-29,6,HK,"{""quartet"": [{""dividend"": 3215.0, ""combination"": [2, 6, 3, 5]}], ""tierce"": [{""dividend"": 594.0, ""combination"": [2, 6, 3]}], ""pla"": [{""dividend"": 20.0, ""combination"": [2]}, {""dividend"": 15.5, ""combination"": [6]}, {""dividend"": 19.0, ""combination"": [3]}], ""qpl"": [{""dividend"": 47.5, ""combination"": [2, 6]}, {""dividend"": 58.0, ""combination"": [2, 3]}, {""dividend"": 30.0, ""combination"": [3, 6]}], ""quinella"": [{""dividend"": 112.5, ""combination"": [2, 6]}], ""null"": [], ""win"": [{""dividend"": 38.5, ""combination"": [2]}]}",2017-10-30 00:10:37.619399
2017-11-01,3,HK,"{""quinella"": [{""combination"": [5, 14], ""dividend"": 231.5}], ""null"": [], ""pla"": [{""combination"": [5], ""dividend"": 13.0}, {""combination"": [14], ""dividend"": 45.5}, {""combination"": [2], ""dividend"": 74.5}], ""qpl"": [{""combination"": [5, 14], ""dividend"": 85.0}, {""combination"": [2, 5], ""dividend"": 135.0}, {""combination"": [2, 14], ""dividend"": 650.0}], ""quartet"": [{""combination"": [5, 14, 2, 6], ""dividend"": 118723.0}], ""tierce"": [{""combination"": [5, 14, 2], ""dividend"": 4661.0}], ""win"": [{""combination"": [5], ""dividend"": 21.0}]}",2017-11-02 00:05:04.003248
2017-11-01,2,HK,"{""quinella"": [{""combination"": [2, 5], ""dividend"": 264.5}], ""null"": [], ""pla"": [{""combination"": [5], ""dividend"": 37.5}, {""combination"": [2], ""dividend"": 15.5}, {""combination"": [6], ""dividend"": 18.5}], ""qpl"": [{""combination"": [2, 5], ""dividend"": 88.5}, {""combination"": [5, 6], ""dividend"": 129.5}, {""combination"": [2, 6], ""dividend"": 52.5}], ""quartet"": [{""combination"": [5, 2, 6, 1], ""dividend"": 44294.0}], ""tierce"": [{""combination"": [5, 2, 6], ""dividend"": 4006.0}], ""win"": [{""combination"": [5], ""dividend"": 169.0}]}",2017-11-02 00:05:37.480312
2017-11-01,4,HK,"{""quinella"": [{""combination"": [1, 5], ""dividend"": 132.0}], ""null"": [], ""pla"": [{""combination"": [5], ""dividend"": 13.5}, {""combination"": [1], ""dividend"": 27.0}, {""combination"": [2], ""dividend"": 36.5}], ""qpl"": [{""combination"": [1, 5], ""dividend"": 52.0}, {""combination"": [2, 5], ""dividend"": 73.0}, {""combination"": [1, 2], ""dividend"": 151.5}], ""quartet"": [{""combination"": [5, 1, 2, 10], ""dividend"": 7872.0}], ""tierce"": [{""combination"": [5, 1, 2], ""dividend"": 1734.0}], ""win"": [{""combination"": [5], ""dividend"": 25.5}]}",2017-11-02 00:06:10.465779
2017-11-01,7,HK,"{""quinella"": [{""combination"": [2, 3], ""dividend"": 103.5}], ""null"": [], ""pla"": [{""combination"": [2], ""dividend"": 16.0}, {""combination"": [3], ""dividend"": 29.0}, {""combination"": [8], ""dividend"": 23.0}], ""qpl"": [{""combination"": [2, 3], ""dividend"": 36.0}, {""combination"": [2, 8], ""dividend"": 53.5}, {""combination"": [3, 8], ""dividend"": 97.5}], ""quartet"": [{""combination"": [2, 3, 8, 1], ""dividend"": 11321.0}], ""tierce"": [{""combination"": [2, 3, 8], ""dividend"": 819.0}], ""win"": [{""combination"": [2], ""dividend"": 31.5}]}",2017-11-02 00:06:26.827479
2017-11-01,5,HK,"{""quinella"": [{""combination"": [12, 13], ""dividend"": 186.0}], ""null"": [], ""pla"": [{""combination"": [12], ""dividend"": 25.0}, {""combination"": [13], ""dividend"": 17.0}, {""combination"": [14], ""dividend"": 15.5}], ""qpl"": [{""combination"": [12, 13], ""dividend"": 59.0}, {""combination"": [12, 14], ""dividend"": 83.0}, {""combination"": [13, 14], ""dividend"": 41.5}], ""quartet"": [{""combination"": [12, 13, 14, 6], ""dividend"": 8959.0}], ""tierce"": [{""combination"": [12, 13, 14], ""dividend"": 1546.0}], ""win"": [{""combination"": [12], ""dividend"": 59.0}]}",2017-11-02 00:06:59.526085
2017-11-01,6,HK,"{""quinella"": [{""combination"": [5, 6], ""dividend"": 211.0}], ""null"": [], ""pla"": [{""combination"": [5], ""dividend"": 14.5}, {""combination"": [6], ""dividend"": 36.0}, {""combination"": [8], ""dividend"": 34.5}], ""qpl"": [{""combination"": [5, 6], ""dividend"": 86.0}, {""combination"": [5, 8], ""dividend"": 101.0}, {""combination"": [6, 8], ""dividend"": 186.5}], ""quartet"": [{""combination"": [5, 6, 8, 4], ""dividend"": 93082.0}], ""tierce"": [{""combination"": [5, 6, 8], ""dividend"": 3196.0}], ""win"": [{""combination"": [5], ""dividend"": 31.5}]}",2017-11-02 00:07:39.597646
2017-11-01,8,HK,"{""quinella"": [{""combination"": [6, 9], ""dividend"": 102.0}], ""null"": [], ""pla"": [{""combination"": [9], ""dividend"": 27.0}, {""combination"": [6], ""dividend"": 12.0}, {""combination"": [4], ""dividend"": 22.5}], ""qpl"": [{""combination"": [6, 9], ""dividend"": 45.0}, {""combination"": [4, 9], ""dividend"": 177.5}, {""combination"": [4, 6], ""dividend"": 46.0}], ""quartet"": [{""combination"": [9, 6, 4, 14], ""dividend"": 41859.0}], ""tierce"": [{""combination"": [9, 6, 4], ""dividend"": 2766.0}], ""win"": [{""combination"": [9], ""dividend"": 123.0}]}",2017-11-02 00:08:08.843806
2017-11-01,1,HK,"{""quinella"": [{""combination"": [2, 6], ""dividend"": 124.0}], ""null"": [], ""pla"": [{""combination"": [6], ""dividend"": 26.5}, {""combination"": [2], ""dividend"": 12.5}, {""combination"": [5], ""dividend"": 18.5}], ""qpl"": [{""combination"": [2, 6], ""dividend"": 48.5}, {""combination"": [5, 6], ""dividend"": 85.0}, {""combination"": [2, 5], ""dividend"": 48.0}], ""quartet"": [{""combination"": [6, 2, 5, 11], ""dividend"": 16598.0}], ""tierce"": [{""combination"": [6, 2, 5], ""dividend"": 1523.0}], ""win"": [{""combination"": [6], ""dividend"": 76.0}]}",2017-11-02 00:08:35.059644
2017-11-05,4,HK,"{""tierce"": [{""dividend"": 1643.0, ""combination"": [5, 3, 4]}], ""pla"": [{""dividend"": 11.5, ""combination"": [5]}, {""dividend"": 18.0, ""combination"": [3]}, {""dividend"": 72.5, ""combination"": [4]}], ""quartet"": [{""dividend"": 9028.0, ""combination"": [5, 3, 4, 12]}], ""qpl"": [{""dividend"": 32.5, ""combination"": [3, 5]}, {""dividend"": 103.0, ""combination"": [4, 5]}, {""dividend"": 339.0, ""combination"": [3, 4]}], ""null"": [], ""win"": [{""dividend"": 15.0, ""combination"": [5]}], ""quinella"": [{""dividend"": 60.0, ""combination"": [3, 5]}]}",2017-11-06 00:05:03.723649
2017-11-05,5,HK,"{""tierce"": [{""dividend"": 9494.0, ""combination"": [7, 8, 1]}], ""pla"": [{""dividend"": 17.5, ""combination"": [7]}, {""dividend"": 47.0, ""combination"": [8]}, {""dividend"": 32.5, ""combination"": [1]}], ""quartet"": [{""dividend"": 56336.0, ""combination"": [7, 8, 1, 4]}], ""qpl"": [{""dividend"": 162.5, ""combination"": [7, 8]}, {""dividend"": 113.0, ""combination"": [1, 7]}, {""dividend"": 344.0, ""combination"": [1, 8]}], ""null"": [], ""win"": [{""dividend"": 65.0, ""combination"": [7]}], ""quinella"": [{""dividend"": 679.5, ""combination"": [7, 8]}]}",2017-11-06 00:05:11.287026
2017-11-05,6,HK,"{""tierce"": [{""dividend"": 5008.0, ""combination"": [10, 6, 9]}], ""pla"": [{""dividend"": 30.0, ""combination"": [10]}, {""dividend"": 14.5, ""combination"": [6]}, {""dividend"": 54.0, ""combination"": [9]}], ""quartet"": [{""dividend"": 28034.0, ""combination"": [10, 6, 9, 4]}], ""qpl"": [{""dividend"": 94.0, ""combination"": [6, 10]}, {""dividend"": 264.5, ""combination"": [9, 10]}, {""dividend"": 157.0, ""combination"": [6, 9]}], ""null"": [], ""win"": [{""dividend"": 80.5, ""combination"": [10]}], ""quinella"": [{""dividend"": 217.0, ""combination"": [6, 10]}]}",2017-11-06 00:05:40.807711
2017-11-05,7,HK,"{""tierce"": [{""dividend"": 8401.0, ""combination"": [14, 4, 5]}], ""pla"": [{""dividend"": 28.0, ""combination"": [14]}, {""dividend"": 12.0, ""combination"": [4]}, {""dividend"": 102.0, ""combination"": [5]}], ""quartet"": [{""dividend"": 109839.0, ""combination"": [14, 4, 5, 2]}], ""qpl"": [{""dividend"": 48.5, ""combination"": [4, 14]}, {""dividend"": 588.0, ""combination"": [5, 14]}, {""dividend"": 127.0, ""combination"": [4, 5]}], ""null"": [], ""win"": [{""dividend"": 79.0, ""combination"": [14]}], ""quinella"": [{""dividend"": 104.5, ""combination"": [4, 14]}]}",2017-11-06 00:05:48.995871
2017-11-05,8,HK,"{""tierce"": [{""dividend"": 3334.0, ""combination"": [2, 3, 1]}], ""pla"": [{""dividend"": 13.5, ""combination"": [2]}, {""dividend"": 87.5, ""combination"": [3]}, {""dividend"": 12.5, ""combination"": [1]}], ""quartet"": [{""dividend"": 21005.0, ""combination"": [2, 3, 1, 7]}], ""qpl"": [{""dividend"": 221.0, ""combination"": [2, 3]}, {""dividend"": 20.5, ""combination"": [1, 2]}, {""dividend"": 175.0, ""combination"": [1, 3]}], ""null"": [], ""win"": [{""dividend"": 33.0, ""combination"": [2]}], ""quinella"": [{""dividend"": 839.5, ""combination"": [2, 3]}]}",2017-11-06 00:05:53.681908
2017-11-05,9,HK,"{""tierce"": [{""dividend"": 5120.0, ""combination"": [4, 1, 2]}], ""pla"": [{""dividend"": 19.0, ""combination"": [4]}, {""dividend"": 13.5, ""combination"": [1]}, {""dividend"": 113.5, ""combination"": [2]}], ""quartet"": [{""dividend"": 47709.0, ""combination"": [4, 1, 2, 14]}], ""qpl"": [{""dividend"": 33.0, ""combination"": [1, 4]}, {""dividend"": 454.5, ""combination"": [2, 4]}, {""dividend"": 182.5, ""combination"": [1, 2]}], ""null"": [], ""win"": [{""dividend"": 56.0, ""combination"": [4]}], ""quinella"": [{""dividend"": 69.0, ""combination"": [1, 4]}]}",2017-11-06 00:06:19.917106
2017-11-05,10,HK,"{""tierce"": [{""dividend"": 8732.0, ""combination"": [12, 8, 5]}], ""pla"": [{""dividend"": 82.0, ""combination"": [12]}, {""dividend"": 14.0, ""combination"": [8]}, {""dividend"": 11.5, ""combination"": [5]}], ""quartet"": [{""dividend"": 67805.0, ""combination"": [12, 8, 5, 10]}], ""qpl"": [{""dividend"": 204.5, ""combination"": [8, 12]}, {""dividend"": 132.0, ""combination"": [5, 12]}, {""dividend"": 18.0, ""combination"": [5, 8]}], ""null"": [], ""win"": [{""dividend"": 666.5, ""combination"": [12]}], ""quinella"": [{""dividend"": 985.5, ""combination"": [8, 12]}]}",2017-11-06 00:06:36.505934
2017-11-05,1,HK,"{""tierce"": [{""dividend"": 1532.0, ""combination"": [6, 1, 12]}], ""pla"": [{""dividend"": 11.5, ""combination"": [6]}, {""dividend"": 10.5, ""combination"": [1]}, {""dividend"": 60.5, ""combination"": [12]}], ""quartet"": [{""dividend"": 4521.0, ""combination"": [6, 1, 12, 10]}], ""qpl"": [{""dividend"": 15.5, ""combination"": [1, 6]}, {""dividend"": 215.5, ""combination"": [6, 12]}, {""dividend"": 123.5, ""combination"": [1, 12]}], ""null"": [], ""win"": [{""dividend"": 33.0, ""combination"": [6]}], ""quinella"": [{""dividend"": 27.5, ""combination"": [1, 6]}]}",2017-11-06 00:06:48.441443
2017-11-05,2,HK,"{""tierce"": [{""dividend"": 2316.0, ""combination"": [9, 4, 12]}], ""pla"": [{""dividend"": 11.5, ""combination"": [9]}, {""dividend"": 87.5, ""combination"": [4]}, {""dividend"": 18.0, ""combination"": [12]}], ""quartet"": [{""dividend"": 11880.0, ""combination"": [9, 4, 12, 11]}], ""qpl"": [{""dividend"": 130.0, ""combination"": [4, 9]}, {""dividend"": 27.5, ""combination"": [9, 12]}, {""dividend"": 187.0, ""combination"": [4, 12]}], ""null"": [], ""win"": [{""dividend"": 20.5, ""combination"": [9]}], ""quinella"": [{""dividend"": 429.5, ""combination"": [4, 9]}]}",2017-11-06 00:06:54.788209
2017-11-05,3,HK,"{""tierce"": [{""dividend"": 7131.0, ""combination"": [9, 10, 11]}], ""pla"": [{""dividend"": 11.0, ""combination"": [9]}, {""dividend"": 44.5, ""combination"": [10]}, {""dividend"": 218.5, ""combination"": [11]}], ""quartet"": [{""dividend"": 42921.0, ""combination"": [9, 10, 11, 5]}], ""qpl"": [{""dividend"": 63.0, ""combination"": [9, 10]}, {""dividend"": 188.5, ""combination"": [9, 11]}, {""dividend"": 2050.0, ""combination"": [10, 11]}], ""null"": [], ""win"": [{""dividend"": 17.5, ""combination"": [9]}], ""quinella"": [{""dividend"": 145.0, ""combination"": [9, 10]}]}",2017-11-06 00:07:29.673317
2017-11-08,7,HK,"{""quartet"": [{""combination"": [7, 2, 3, 6], ""dividend"": 32017.0}], ""tierce"": [{""combination"": [7, 2, 3], ""dividend"": 3956.0}], ""qpl"": [{""combination"": [2, 7], ""dividend"": 96.0}, {""combination"": [3, 7], ""dividend"": 135.0}, {""combination"": [2, 3], ""dividend"": 136.5}], ""pla"": [{""combination"": [7], ""dividend"": 17.5}, {""combination"": [2], ""dividend"": 31.0}, {""combination"": [3], ""dividend"": 40.5}], ""win"": [{""combination"": [7], ""dividend"": 55.0}], ""quinella"": [{""combination"": [2, 7], ""dividend"": 314.5}], ""null"": []}",2017-11-09 00:05:03.359835
2017-11-08,1,HK,"{""quartet"": [{""combination"": [9, 6, 5, 4], ""dividend"": 206773.0}], ""tierce"": [{""combination"": [9, 6, 5], ""dividend"": 11479.0}], ""qpl"": [{""combination"": [6, 9], ""dividend"": 214.0}, {""combination"": [5, 9], ""dividend"": 97.5}, {""combination"": [5, 6], ""dividend"": 229.0}], ""pla"": [{""combination"": [9], ""dividend"": 31.5}, {""combination"": [6], ""dividend"": 54.0}, {""combination"": [5], ""dividend"": 22.5}], ""win"": [{""combination"": [9], ""dividend"": 109.0}], ""quinella"": [{""combination"": [6, 9], ""dividend"": 879.5}], ""null"": []}",2017-11-09 00:05:36.730006
2017-11-08,2,HK,"{""quartet"": [{""combination"": [2, 9, 6, 3], ""dividend"": 141978.0}], ""tierce"": [{""combination"": [2, 9, 6], ""dividend"": 11083.0}], ""qpl"": [{""combination"": [2, 9], ""dividend"": 227.5}, {""combination"": [2, 6], ""dividend"": 256.5}, {""combination"": [6, 9], ""dividend"": 43.0}], ""pla"": [{""combination"": [2], ""dividend"": 71.5}, {""combination"": [9], ""dividend"": 18.5}, {""combination"": [6], ""dividend"": 14.5}], ""win"": [{""combination"": [2], ""dividend"": 353.0}], ""quinella"": [{""combination"": [2, 9], ""dividend"": 845.0}], ""null"": []}",2017-11-09 00:06:17.225471
2017-11-08,3,HK,"{""quartet"": [{""combination"": [12, 1, 5, 8], ""dividend"": 244501.0}], ""tierce"": [{""combination"": [12, 1, 5], ""dividend"": 28265.0}], ""qpl"": [{""combination"": [1, 12], ""dividend"": 525.5}, {""combination"": [5, 12], ""dividend"": 293.5}, {""combination"": [1, 5], ""dividend"": 54.5}], ""pla"": [{""combination"": [12], ""dividend"": 108.5}, {""combination"": [1], ""dividend"": 19.0}, {""combination"": [5], ""dividend"": 15.5}], ""win"": [{""combination"": [12], ""dividend"": 540.5}], ""quinella"": [{""combination"": [1, 12], ""dividend"": 2469.0}], ""null"": []}",2017-11-09 00:06:41.288802
2017-11-08,4,HK,"{""quartet"": [{""combination"": [6, 1, 4, 7], ""dividend"": 11272.0}], ""tierce"": [{""combination"": [6, 1, 4], ""dividend"": 1277.0}], ""qpl"": [{""combination"": [1, 6], ""dividend"": 63.0}, {""combination"": [4, 6], ""dividend"": 57.0}, {""combination"": [1, 4], ""dividend"": 35.0}], ""pla"": [{""combination"": [6], ""dividend"": 28.0}, {""combination"": [1], ""dividend"": 15.0}, {""combination"": [4], ""dividend"": 15.0}], ""win"": [{""combination"": [6], ""dividend"": 87.5}], ""quinella"": [{""combination"": [1, 6], ""dividend"": 161.5}], ""null"": []}",2017-11-09 00:07:03.609067
2017-11-08,8,HK,"{""quartet"": [{""combination"": [3, 1, 4, 7], ""dividend"": 30517.0}], ""tierce"": [{""combination"": [3, 1, 4], ""dividend"": 5332.0}], ""qpl"": [{""combination"": [1, 3], ""dividend"": 108.5}, {""combination"": [3, 4], ""dividend"": 108.5}, {""combination"": [1, 4], ""dividend"": 230.5}], ""pla"": [{""combination"": [3], ""dividend"": 18.0}, {""combination"": [1], ""dividend"": 42.5}, {""combination"": [4], ""dividend"": 37.0}], ""win"": [{""combination"": [3], ""dividend"": 56.0}], ""quinella"": [{""combination"": [1, 3], ""dividend"": 357.0}], ""null"": []}",2017-11-09 00:07:40.158741
2017-11-08,5,HK,"{""quartet"": [{""combination"": [2, 3, 1, 10], ""dividend"": 28960.0}], ""tierce"": [{""combination"": [2, 3, 1], ""dividend"": 5281.0}], ""qpl"": [{""combination"": [2, 3], ""dividend"": 115.5}, {""combination"": [1, 2], ""dividend"": 68.5}, {""combination"": [1, 3], ""dividend"": 245.0}], ""pla"": [{""combination"": [2], ""dividend"": 13.0}, {""combination"": [3], ""dividend"": 71.5}, {""combination"": [1], ""dividend"": 38.0}], ""win"": [{""combination"": [2], ""dividend"": 30.0}], ""quinella"": [{""combination"": [2, 3], ""dividend"": 365.5}], ""null"": []}",2017-11-09 00:08:13.759197
2017-11-08,6,HK,"{""quartet"": [{""combination"": [8, 3, 1, 4], ""dividend"": 6669.0}], ""tierce"": [{""combination"": [8, 3, 1], ""dividend"": 1235.0}], ""qpl"": [{""combination"": [3, 8], ""dividend"": 82.5}, {""combination"": [1, 8], ""dividend"": 44.5}, {""combination"": [1, 3], ""dividend"": 37.0}], ""pla"": [{""combination"": [8], ""dividend"": 26.5}, {""combination"": [3], ""dividend"": 21.0}, {""combination"": [1], ""dividend"": 12.0}], ""win"": [{""combination"": [8], ""dividend"": 90.0}], ""quinella"": [{""combination"": [3, 8], ""dividend"": 257.0}], ""null"": []}",2017-11-09 00:08:33.927298
2017-11-11,8,HK,"{""quartet"": [{""dividend"": 95505.0, ""combination"": [10, 3, 12, 1]}], ""qpl"": [{""dividend"": 140.5, ""combination"": [3, 10]}, {""dividend"": 204.5, ""combination"": [10, 12]}, {""dividend"": 21.0, ""combination"": [3, 12]}], ""quinella"": [{""dividend"": 358.5, ""combination"": [3, 10]}], ""win"": [{""dividend"": 586.5, ""combination"": [10]}], ""tierce"": [{""dividend"": 7013.0, ""combination"": [10, 3, 12]}], ""null"": [], ""pla"": [{""dividend"": 121.5, ""combination"": [10]}, {""dividend"": 11.5, ""combination"": [3]}, {""dividend"": 12.0, ""combination"": [12]}]}",2017-11-12 00:05:04.698474
