race_date,race_no,race_location,race_country,race_id,race_time,track,race_class,course,going,distance,rating,horse_list,results_available,last_updated
2017-02-15 00:00:00.000000,4,HV,HK,,20:45,Turf,4,C,Good To Firm,1200,60-40,"V200,A064,V031,S028,A052,S329,V022,S385,V243,N426,S402,V366",1,2017-02-16 00:06:42.219774
2017-02-15 00:00:00.000000,1,HV,HK,,19:15,Turf,4,C,Good To Firm,1000,60-40,"N317,T415,V026,S185,V205,P388,A082,T381,S432,T387,P205,A084",1,2017-02-16 00:07:23.569571
2017-02-19 00:00:00.000000,7,S,SG,5563,15:45,Turf,CLASS 4 (2),C (SC),GOOD,1400,,"44112,43764,44327,43576,44435,41915,43950,43450,43971,44552,44141",1,2017-02-20 00:14:20.680200
2017-02-15 00:00:00.000000,2,HV,HK,,19:45,Turf,4,C,Good To Firm,1650,60-40,"V119,P421,T282,T160,S388,V259,P423,V414,S303,T413,V320,V346",1,2017-02-16 00:05:03.708184
2017-02-15 00:00:00.000000,8,HV,HK,,22:50,Turf,3,C,Good To Firm,1800,80-60,"V046,V188,V217,T146,V013,T409,V408,V114,S382,V265,T390,A133",1,2017-02-16 00:08:09.063408
2017-02-15 00:00:00.000000,5,HV,HK,,21:15,Turf,3,C,Good To Firm,1200,85-60,"P355,T051,A066,V287,T402,V310,T400,T372,P106,V021,T397,A097",1,2017-02-16 00:08:42.824401
2017-05-13 00:00:00.000000,10,ST,HK,,17:45,Turf,3,C,Good,1400,80-60,"T189,V176,A098,T352,A095,T100,P212,T098,A217,P435,A169,V301,S349,A232",1,2017-05-14 00:09:30.508678
2017-02-19 00:00:00.000000,1,S,SG,5563,12:40,Turf,KRANJI STAKES D (3) (SET WEIGHTS),C (SC),GOOD,1200,,"43762,44280,43889,44304,44058,41016,42844,43334,44123,44266,43834",1,2017-02-20 00:12:45.630655
2017-02-15 00:00:00.000000,6,HV,HK,,21:45,Turf,1,C,Good To Firm,1200,110-85,"T374,V307,T245,P361,S206,S312,S212,T248,V057,T216,T011,T103",1,2017-02-16 00:09:21.874809
2017-02-15 00:00:00.000000,7,HV,HK,,22:15,Turf,1,C,Good To Firm,1650,110-85,"T230,T219,T188,P158,S109,S242,S125,S093,V133,V008,S145",1,2017-02-16 00:10:03.500233
2017-02-19 00:00:00.000000,2,S,SG,5563,13:10,Turf,CLASS 5,C (SC),GOOD,1600,,"44399,42946,41271,43632,41472,42195,43177,43909,43629,43489,42192,42827,44222",1,2017-02-20 00:12:57.802880
2017-02-19 00:00:00.000000,3,S,SG,5563,13:40,Turf,CLASS 3,C (SC),GOOD,1600,,"44309,43765,44434,43150,43482,44540,44544",1,2017-02-20 00:13:03.661157
2017-02-19 00:00:00.000000,4,S,SG,5563,14:10,Turf,RESTRICTED MAIDEN (2 AND 3 YEAR OLD) (WEIGHT FOR AGE),C (SC),GOOD,1200,,"44590,44261,44560,44255,44385,44164,44600,44167,44506,44296,44462,44496,44589,44424",1,2017-02-20 00:13:21.620867
2017-02-19 00:00:00.000000,5,S,SG,5563,14:40,Turf,KRANJI STAKES D (2) (SET WEIGHTS),C (SC),GOOD,1200,,"43970,44407,44416,44166,44124,44494,43380,43726,43343,41847,42320,42642,43769",1,2017-02-20 00:13:33.500273
2017-02-19 00:00:00.000000,6,S,SG,5563,15:10,Turf,CLASS 5 (2),C (SC),GOOD,1200,,"43516,42623,43036,43515,43149,42959,41239,44081,42688,43906,40367,42878,43478,42966",1,2017-02-20 00:14:01.198023
2017-02-17 00:00:00.000000,5,S,SG,5562,20:20,Turf,CLASS 4 (1),B (SC),GOOD,1600,,"43864,43897,44245,43715,44002,42996,44040,42838,44517,42614,41981,43938",1,2017-02-18 00:09:05.841325
2017-02-17 00:00:00.000000,7,S,SG,5562,21:20,Turf,CLASS 4 (1),B (SC),GOOD,1200,,"43805,43838,42454,42825,44350,44520,44480,43841,44070,44466,43016,42801",1,2017-02-18 00:09:33.592689
2017-02-17 00:00:00.000000,8,S,SG,5562,21:50,Turf,CLASS 4 (2),B (SC),GOOD,1600,,"43849,44072,43745,43040,43912,42604,43968,43383,44034,43788,42917,43821,44415",1,2017-02-18 00:09:53.007878
2017-02-17 00:00:00.000000,9,S,SG,5562,22:20,Turf,CLASS 4 (2),B (SC),GOOD,1200,,"44357,43705,43833,43652,42823,44313,43254,44158,43717,43563,41810,44499,43550,44102",1,2017-02-18 00:10:08.329793
2017-02-17 00:00:00.000000,3,S,SG,5562,19:20,Turf,OPEN MAIDEN (WEIGHT FOR AGE),B (SC),GOOD,1200,,"44459,44440,43858,44565,44334,43126,44080,44274,44583,44571,44001,43887,43893,44333",1,2017-02-18 00:08:34.016848
2017-02-17 00:00:00.000000,4,S,SG,5562,19:50,Turf,OPEN BENCHMARK 83,B (SC),GOOD,1600,,"43140,42964,43476,43458,43861,44539",1,2017-02-18 00:08:44.177316
2017-05-21 00:00:00.000000,4,ST,HK,,14:30,Turf,4,C+3,Good,1800,60-40,"V326,T274,S023,V122,V403,T092,S245,P151,T105,V406,N248,T187,V048,S346",1,2017-05-22 02:08:13.879372
2017-05-21 00:00:00.000000,5,ST,HK,,15:00,Turf,3,C+3,Good,1400,80-60,"A168,P421,A050,V024,A286,T236,A215,V361,V416,A160,A131",1,2017-05-22 02:07:43.053495
2017-02-17 00:00:00.000000,1,S,SG,5562,18:20,Turf,CLASS 5,B (SC),GOOD,1400,,"44256,43444,43039,44026,44211,44247,41288,43375,38307,43663,43641,42302,43848",1,2017-02-18 00:07:42.989500
2017-02-17 00:00:00.000000,2,S,SG,5562,18:50,Turf,RESTRICTED MAIDEN (2 AND 3 YEAR OLD) (WEIGHT FOR AGE),B (SC),GOOD,1400,,"44490,44068,43961,44344,44335,44284,44505,44428,44421,44567,44444",1,2017-02-18 00:07:52.317125
2017-02-26 00:00:00.000000,9,ST,HK,,17:15,Turf,3,B,Good,2000,80-60,"T145,T281,V050,V125,T416,S147,V118,T363,T029,P358,T409,S245,V013,A111",1,2017-02-27 02:12:48.757787
2017-02-19 00:00:00.000000,1,ST,HK,,13:00,AWT,5,,Good,1200,40-0,"S424,T253,T237,S367,T063,P208,T295,N265,S409,T429,T045,V091",1,2017-02-20 00:05:02.785627
2017-02-19 00:00:00.000000,2,ST,HK,,13:30,Turf,3,A,Good To Firm,1200,80-60,"T200,V151,A173,T432,A039,T167,A168,V134,A135,V045,A117,S216,V378,A160",1,2017-02-20 00:06:07.426813
2017-02-19 00:00:00.000000,3,ST,HK,,14:00,Turf,4,A,Good To Firm,1400,60-40,"S106,P021,T062,T202,S344,V001,V244,V230,T027,T031,V417,V309,T344,V231",1,2017-02-20 00:06:45.778690
2017-02-19 00:00:00.000000,10,ST,HK,,17:45,Turf,3,A,Good To Firm,1400,80-60,"V388,A050,V327,V321,A098,V140,V150,V394,P309,A067,T388,V361,A110,A040,V350",1,2017-02-20 00:07:35.506496
2017-02-19 00:00:00.000000,4,ST,HK,,14:30,AWT,3,,Good,1200,80-60,"V078,A022,A042,V264,T209,V404,T096,T171,T112,T099,T095,P400",1,2017-02-20 00:08:11.873707
2017-02-22 00:00:00.000000,8,HV,HK,,23:00,Turf,3,C+3,Good To Firm,1650,80-60,"V279,V019,V020,S138,T353,T369,V176,V024,S362,S247,V207,T382",1,2017-02-23 00:10:02.124020
2017-02-26 00:00:00.000000,4,ST,HK,,14:35,Turf,4,B,Good,1400,60-40,"M148,T265,V089,V182,P297,S231,V284,V011,S133,V305,T239,T423,V215,S370",1,2017-02-27 02:13:34.845473
2017-02-19 00:00:00.000000,5,ST,HK,,15:00,AWT,4,,Good,1200,60-40,"V127,S439,T364,V313,A204,V084,V198,A007,T359,S096,V367,V389",1,2017-02-20 00:08:53.882357
2017-02-24 00:00:00.000000,6,S,SG,5564,20:50,Turf,CLASS 5,D (SC),YIELDING,1200,,"43297,44095,43842,44321,40663,44291,42762,43561,44023,44060,44123,43078",1,2017-02-25 00:07:14.817478
2017-02-24 00:00:00.000000,7,S,SG,5564,21:20,Turf,OPEN HANDICAP,D (SC),YIELDING,2000,,"44290,43741,43167,43723,43154,43642,43332",1,2017-02-25 00:07:21.841759
2017-02-22 00:00:00.000000,3,HV,HK,,20:20,Turf,4,C+3,Good To Firm,1200,60-40,"V146,A146,V286,T427,V216,T284,P295,A012,S303,P422,N387,P330",1,2017-02-23 00:05:03.213437
2017-02-22 00:00:00.000000,2,HV,HK,,19:45,Turf,4,C+3,Good To Firm,1650,60-40,"S078,P099,V260,S127,T314,A083,V308,V220,A026,T378,T431,V149",1,2017-02-23 00:10:40.281989
2017-02-19 00:00:00.000000,6,ST,HK,,15:35,Turf,4,A,Good To Firm,1800,60-40,"T220,P272,S417,V122,T232,T187,T259,V042,V213,N284,V354,V323,V025,T201",1,2017-02-20 00:09:27.483217
2017-02-22 00:00:00.000000,4,HV,HK,,20:55,Turf,4,C+3,Good To Firm,1650,60-40,"V185,S073,T288,S121,S241,A101,S299,S335,N409,T223,N432,T350",1,2017-02-23 00:05:52.011889
2017-02-19 00:00:00.000000,7,ST,HK,,16:05,Turf,2,A,Good To Firm,2000,100-80,"A113,T315,S083,S437,A129,V184,S380,S152,V381,V395,T198",1,2017-02-20 00:10:18.005294
2017-02-19 00:00:00.000000,8,ST,HK,,16:35,Turf,,A,Good To Firm,1800,,"V082,V325,V410,A093,A114,V142,V246,A091,A002,A025,V380,A090,A134",1,2017-02-20 00:10:59.976266
2017-02-24 00:00:00.000000,8,S,SG,5564,21:50,Turf,KRANJI STAKES C (SET WEIGHTS),D (SC),YIELDING,1400,,"44351,44352,43925,43621,44487,44555,43436,43732,43388,43526,43597,43424",1,2017-02-25 00:07:31.238584
2017-02-19 00:00:00.000000,9,ST,HK,,17:10,Turf,2,A,Good To Firm,1400,100-80,"A115,A024,A003,S264,T242,T234,T098,T371,V186,T375,A109,T419,V181,S199,T293",1,2017-02-20 00:11:25.000822
2017-02-19 00:00:00.000000,8,S,SG,5563,16:15,Turf,CLASS 5 (1),C (SC),GOOD,1200,,"42611,43273,44023,43747,40878,43860,43045,44235,43936,44172,44265,43948",1,2017-02-20 00:14:33.612355
2017-02-19 00:00:00.000000,9,S,SG,5563,16:50,Turf,CLASS 3,C (SC),GOOD,1200,,"44465,44230,42084,44139,43477,44285,43979,44521,42963,44515,42464,44191,43704,41361",1,2017-02-20 00:14:48.464989
2017-02-19 00:00:00.000000,10,S,SG,5563,17:25,Turf,KRANJI STAKES D (1) (SET WEIGHTS),C (SC),GOOD,1200,,"44325,44009,44328,43220,44215,43731,43735,44300,43266,42965,43137,44107,42891,43469",1,2017-02-20 00:15:02.533661
2017-02-24 00:00:00.000000,9,S,SG,5564,22:20,Turf,CLASS 4 (1),D (SC),YIELDING,1200,,"44227,43810,44075,44155,44299,44035,42939,42155,43972,43993,43485,42632",1,2017-02-25 00:07:38.860227
2017-02-19 00:00:00.000000,11,S,SG,5563,17:55,Turf,CLASS 4 (1),C (SC),GOOD,1400,,"43636,43727,44234,44360,43647,43231,43698,44073,43963,44343,43403,42390",1,2017-02-20 00:15:17.482991
2017-02-22 00:00:00.000000,5,HV,HK,,21:25,Turf,2,C+3,Good To Firm,1000,90-70,"V344,P278,V135,T124,S397,T358,V071,P310,T116,V311",1,2017-02-23 00:06:57.750646
2017-02-22 00:00:00.000000,6,HV,HK,,21:55,Turf,4,C+3,Good To Firm,1200,60-40,"S442,T140,N443,T289,V143,A075,S130,S399,V347,T157,V306,T154",1,2017-02-23 00:07:34.622991
2017-02-26 00:00:00.000000,1,ST,HK,,13:00,Turf,4,B,Good,1000,60-35,"V390,A124,S028,A150,V225,A121,A107,A189,V363,T073,A047,A084,A144,S315",1,2017-02-27 02:12:15.133792
2017-02-22 00:00:00.000000,7,HV,HK,,22:25,Turf,3,C+3,Good To Firm,1200,80-60,"V070,T426,V197,V138,V362,T302,A008,T218,S347,M085,V074,S275",1,2017-02-23 00:08:18.268013
2017-02-24 00:00:00.000000,5,S,SG,5564,20:20,Turf,GRADUATION (SET WEIGHTS),D (SC),YIELDING,1200,,"44549,44045,44342,43829,44124,44180,43738,44422,44107,44343",1,2017-02-25 00:07:05.723403
2017-02-26 00:00:00.000000,8,ST,HK,,16:40,Turf,3,B,Good,1600,80-60,"A136,V101,S015,S266,S146,V407,T028,A116,A036,A141,V240,V192,A005,A004",1,2017-02-27 02:14:21.381192
2017-02-22 00:00:00.000000,1,HV,HK,,19:15,Turf,5,C+3,Good,1650,40-0,"V117,T203,V036,T258,T002,N294,N177,V155,S423,V063,V044,S251",1,2017-02-23 00:09:04.867333
2017-02-24 00:00:00.000000,4,S,SG,5564,19:50,Turf,INITIATION (4 YEAR OLD AND BELOW) (WEIGHT FOR AGE) (HORSES NOT WON A RACE IN 2YRS PRIOR TO NOMINATION DATE & NOT HAD > 8 STARTS IN SIN / MSIA),D (SC),YIELDING,1200,,"44443,44269,44437,44450,44559,44464,44099,44639,44574,44214",1,2017-02-25 00:06:58.606214
2017-02-26 00:00:00.000000,5,ST,HK,,15:05,Turf,3,B,Good,1000,80-60,"A170,T129,A092,A130,V301,T099,V002,S240,V121,V341,V371,A137,V288,P396,V076",1,2017-02-27 02:14:56.801666
2017-02-26 00:00:00.000000,6,ST,HK,,15:35,Turf,4,B,Good,1200,60-40,"V396,A057,A086,A179,V421,T324,V392,T031,V269,A031,T138,A122,A048,V403,P085,V088",1,2017-02-27 02:15:40.105722
2017-02-26 00:00:00.000000,7,ST,HK,,16:05,Turf,,B,Good,2000,,"V083,P192,S217,V133,S411,P270,P294",1,2017-02-27 02:16:14.624286
2017-02-26 00:00:00.000000,3,ST,HK,,14:00,Turf,,B,Good,1400,,"V167,P303,V110,S398,S391,T148,T301,S206",1,2017-02-27 02:16:42.510342
2017-02-26 00:00:00.000000,2,ST,HK,,13:30,Turf,5,B,Good,1400,40-15,"S320,T004,V317,T274,S389,T123,V015,S070,V144,V161,V163,S051,T339,V258",1,2017-02-27 02:17:13.698900
2017-02-24 00:00:00.000000,1,S,SG,5564,18:20,Turf,CLASS 5,D (SC),YIELDING,1400,,"43896,43449,43372,41757,40893,44271,41075,42404,42168,41979,43237,42686",1,2017-02-25 00:06:34.795948
2017-05-05 00:00:00.000000,3,S,SG,5582,19:20,Poly,CLASS 5,,GOOD,1700,,"41472,44142,44073,44354,44046,44038,43812,43930,42179,43965,41940,41981",1,2017-05-06 00:07:12.550372
2017-02-24 00:00:00.000000,3,S,SG,5564,19:20,Turf,CLASS 4 (2),D (SC),YIELDING,1200,,"43932,43354,43992,43990,43919,44244,44248,43879,43130,44392,43429",1,2017-02-25 00:06:49.429844
2017-05-14 00:00:00.000000,3,S,SG,5584,13:50,Turf,WAR AFFAIR 2014 STAKES CLASS 4 (1),A (LC),GOOD,1400,,"44112,43806,44360,44727,44517,44082,44002,44146,44641,43046,43054,43573,44590,44410",1,2017-05-15 00:05:37.898423
2017-02-24 00:00:00.000000,2,S,SG,5564,18:50,Turf,OPEN MAIDEN (WEIGHT FOR AGE),D (SC),YIELDING,1400,,"44461,43624,44246,44019,44087,44126,43816,44165,43857,43748",1,2017-02-25 00:06:41.866731
2017-03-03 00:00:00.000000,9,S,SG,5565,22:20,Turf,CLASS 4 (2),E (SC),YIELDING,1400,,"44451,43404,42589,43698,43789,44359,44572,43254,44480,44383,43555,44552",1,2017-03-04 00:08:59.562219
2017-03-01 00:00:00.000000,8,ST,HK,,22:55,AWT,2,,Good,1200,100-80,"T186,T009,V287,P361,T103,S156,A114,A022,T248,S312,T011,S191",1,2017-03-02 00:05:02.806891
2017-03-01 00:00:00.000000,1,ST,HK,,19:15,AWT,5,,Good,1800,40-0,"V189,S205,V179,V091,T203,V060,V177,S354,N192,V044,T089,V061,T261,P286",1,2017-03-02 00:05:55.924744
2017-03-01 00:00:00.000000,2,ST,HK,,19:45,AWT,4,,Good,1650,60-40,"P421,T164,V313,T031,V354,S376,T340,V243,P431,N111,N186,V171,V335,V198",1,2017-03-02 00:07:03.027828
2017-03-01 00:00:00.000000,3,ST,HK,,20:15,AWT,4,,Good,1200,60-40,"V090,P231,V355,A010,V234,S277,S096,T364,N193,T091,S055,P185",1,2017-03-02 00:08:26.172199
2017-03-01 00:00:00.000000,4,ST,HK,,20:45,AWT,4,,Good,1800,60-40,"V212,T181,T385,T113,S326,P423,S131,T329,V263,N248,S339,S148,S328,T424",1,2017-03-02 00:09:23.988513
2017-03-05 00:00:00.000000,6,ST,HK,,15:00,Turf,4,C,Good To Firm,1400,60-40,"V087,V303,T202,A049,S218,S323,T413,T418,T412,S378,V324,V220,A034,V319,V308",1,2017-03-06 00:05:04.934425
2017-03-03 00:00:00.000000,1,S,SG,5565,18:20,Poly,CLASS 5 (1),,GOOD,1000,,"44235,43687,42251,43444,43710,43412,43947,42757,44199,42868,43619",1,2017-03-04 00:07:50.708868
2017-03-05 00:00:00.000000,4,S,SG,5566,14:20,Turf,BETTER THAN EVER 2012 STAKES CLASS 5,A (LC),GOOD,1200,,"43205,43361,43989,43273,42877,43648,43294,43747,41961,43304,43478,43792,44370,41624",1,2017-03-06 00:14:45.052222
2017-03-03 00:00:00.000000,5,S,SG,5565,20:20,Poly,CLASS 5 (2),,GOOD,1000,,"43126,41288,43330,42807,41191,43076,39584,39682,41643,42669,41599",1,2017-03-04 00:08:26.094191
2017-03-03 00:00:00.000000,7,S,SG,5565,21:20,Poly,CLASS 5,,GOOD,1700,,"43725,42538,44233,41983,39976,40766,43288,41571,44055,43598,43489,43001",1,2017-03-04 00:08:42.475100
2017-03-05 00:00:00.000000,2,ST,HK,,13:00,Turf,5,C,Good To Firm,1600,40-0,"V038,T326,V334,V063,S246,V015,S346,T019,V317,T393,T323,V238,S338,S440",1,2017-03-06 00:05:55.161584
2017-03-05 00:00:00.000000,3,ST,HK,,13:30,Turf,1,C,Good To Firm,1000,90+,"V153,T235,N241,S010,V251,S143",1,2017-03-06 00:06:44.957755
2017-02-26 00:00:00.000000,10,ST,HK,,17:50,Turf,2,B,Good,1600,105-80,"A112,V166,V214,T355,V170,P210,P359,T242,S235,A241,T305,S101,A118",1,2017-02-27 00:13:06.042139
2017-03-03 00:00:00.000000,6,S,SG,5565,20:50,Turf,OPEN STAKES (CONDITION WEIGHT) (RIDER ALLOWANCES NOT PERMITTED),E (SC),YIELDING,1600,,"44093,43657,43783,43458,43520,43275,43608,42590",1,2017-03-04 00:08:32.679947
2017-03-05 00:00:00.000000,5,S,SG,5566,14:50,Poly,TUXEDO MOON 2011 STAKES KRANJI STAKES C (SET WEIGHTS),,GOOD,1700,,"43401,43607,42041,42451,43861,43336,43991,44072,41861,43434,42886,43965",1,2017-03-06 00:15:00.754802
2017-03-05 00:00:00.000000,6,S,SG,5566,15:20,Poly,MEXICAN ROSE 2010 STAKES KRANJI STAKES D (1) (SET WEIGHTS),,GOOD,1100,,"43731,42958,42190,43761,42607,42028,44304,42891,43266,44513,43487,43132",1,2017-03-06 00:15:09.288198
2017-03-03 00:00:00.000000,4,S,SG,5565,19:50,Poly,OPEN MAIDEN (WEIGHT FOR AGE),,GOOD,1200,,"43961,44385,44526,43876,44317,44103,43863,44408,44446,43930,43620,44496",1,2017-03-04 00:08:16.572946
2017-03-05 00:00:00.000000,7,S,SG,5566,15:55,Turf,BEAU BRUMMELL 2009 STAKES CLASS 3,A (LC),GOOD,1200,,"43481,44258,44097,44285,43320,41581,43907,44191,40678,43979,44147,43080,42695",1,2017-03-06 00:15:18.669921
2017-03-05 00:00:00.000000,8,S,SG,5566,16:25,Turf,"WHY BE 2006, 2007 & 2008 STAKES CLASS 5",A (LC),GOOD,1600,,"44353,42339,43039,42195,43523,44046,44038,43856,43079,44105,44034,43794,43960,44306",1,2017-03-06 00:15:28.099793
2017-03-05 00:00:00.000000,10,S,SG,5566,17:35,Poly,NINETYFIVE EMPEROR 2004 & 2005 STAKES CLASS 4,,GOOD,1200,,"44545,44624,44340,42191,43188,43850,41510,44609,43416,44111,43550,43290",1,2017-03-06 00:15:49.428862
2017-03-05 00:00:00.000000,4,ST,HK,,14:00,Turf,5,C,Good To Firm,1200,40-0,"S425,P066,T079,V001,T346,S305,S124,S032,N156,V064,T071,T335",1,2017-03-06 00:07:11.406554
2017-03-05 00:00:00.000000,10,ST,HK,,17:15,Turf,3,C,Good To Firm,1400,80-60,"V150,V398,T286,T352,V371,V290,V370,V300,T368,T397,S414,V131,V339,T167",1,2017-03-06 00:08:27.376774
2017-03-05 00:00:00.000000,5,ST,HK,,14:30,Turf,4,C,Good To Firm,1200,60-40,"A079,V296,T207,A044,T059,A186,S426,N443,A017,S405,T027,A076",1,2017-03-06 00:09:13.615621
2017-03-01 00:00:00.000000,5,ST,HK,,21:20,AWT,4,,Good,1200,60-40,"V009,T285,N360,V255,A007,V022,V226,V231,N426,V376,P120,A046,T359",1,2017-03-02 00:10:32.320746
2017-03-01 00:00:00.000000,6,ST,HK,,21:50,AWT,3,,Good,1650,80-60,"V217,V181,T376,S264,T213,T417,T236,P287,V174,T195,T159,V053,S382,A169",1,2017-03-02 00:11:25.029969
2017-03-05 00:00:00.000000,2,S,SG,5566,13:20,Poly,EL PADRINO 2014 & 2015 STAKES RESTRICTED MAIDEN (2 AND 3 YEAR OLD) (WEIGHT FOR AGE),,GOOD,1100,,"44440,44106,44241,44338,44293,44091,44104,44171,44617,44379,44573",1,2017-03-06 00:14:27.181445
2017-03-01 00:00:00.000000,7,ST,HK,,22:20,AWT,3,,Good,1200,80-60,"P214,V078,S204,T176,T389,V264,V340,S280,S203,T334,S337,S349",1,2017-03-02 00:12:21.274856
2017-03-05 00:00:00.000000,3,S,SG,5566,13:50,Poly,SPEEDY CAT 2013 STAKES CLASS 4,,GOOD,1000,,"44150,44313,41989,44048,44135,43559,42176,43841,44403,43717,43594,44512",1,2017-03-06 00:14:35.791896
2017-03-05 00:00:00.000000,11,S,SG,5566,18:05,Turf,QUE EXPRESION 2003 STAKES CLASS 4,A (LC),GOOD,1600,,"43567,42604,43702,43831,44082,43764,44325,43589,44542,43383,42916,41697,44557,44382",1,2017-03-06 00:15:59.171083
2017-03-05 00:00:00.000000,1,ST,HK,,12:30,Turf,4,C,Good To Firm,1200,60-40,"V269,V088,V116,V393,A152,T333,A082,V348,T332,V271,S303,V145",1,2017-03-06 00:09:55.567266
2017-03-05 00:00:00.000000,7,ST,HK,,15:35,Turf,1,C,Good To Firm,1400,110-90,"V166,V094,S393,T268,S284,V128,V077,A611,T245,A623,V628,A622,A624,A604",1,2017-03-06 00:10:33.518263
2017-03-05 00:00:00.000000,8,ST,HK,,16:10,Turf,3,C,Good To Firm,1200,85-60,"V397,T396,A066,S436,S358,V126,V356,V372,S253,T083,A158,S054",1,2017-03-06 00:11:21.202541
2017-03-05 00:00:00.000000,9,ST,HK,,16:40,Turf,3,C,Good To Firm,1400,80-60,"P212,V045,T399,T403,T189,V321,T100,A172,S278,V223,P363,V358,T373,V250",1,2017-03-06 00:12:09.254939
2017-03-05 00:00:00.000000,11,ST,HK,,17:50,Turf,2,C,Good To Firm,1800,105-80,"A002,T242,A115,A041,T315,S152,S093,S380,A003,P230,V395,V133,S437,V381",1,2017-03-06 00:13:00.962649
2017-03-05 00:00:00.000000,1,S,SG,5566,12:50,Poly,SPALATO 2016 STAKES KRANJI STAKES D (2) (SET WEIGHTS),,GOOD,1100,,"43875,43220,44337,42320,44009,44096,43170,43181,44070,43380,42890",1,2017-03-06 00:14:19.376984
2017-03-03 00:00:00.000000,8,S,SG,5565,21:50,Poly,CLASS 4,,GOOD,1700,,"44282,44184,43897,44517,43647,43745,42524,43735,43268,44085,44141,42844",1,2017-03-04 00:08:51.798905
2017-03-29 00:00:00.000000,4,HV,HK,,20:45,Turf,4,C+3,Good To Firm,1650,60-40,"S148,V031,V011,T140,T282,S379,S121,S133,T105,S295,P256,V149",1,2017-03-30 02:12:23.710508
2017-04-02 00:00:00.000000,9,ST,HK,,17:10,Turf,2,B+2,Good To Firm,1400,105-80,"A090,T268,V077,A024,T305,A159,A119,T355,V094,S109,A118",1,2017-04-03 00:06:09.996553
2017-04-02 00:00:00.000000,10,ST,HK,,17:45,Turf,3,B+2,Good To Firm,1800,80-60,"V125,S355,V101,S414,T055,S023,V370,T082,A036,V212,S266,V242,T183,S147",1,2017-04-03 00:05:03.339649
2017-04-17 00:00:00.000000,10,ST,HK,,17:50,Turf,3,C+3,Good To Firm,1400,80-60,"V176,P212,V040,V321,V045,V223,V407,S362,V379,T399,V035,V079,A173,V301",1,2017-04-18 00:06:16.035722
2017-03-10 00:00:00.000000,9,S,SG,5567,22:20,Turf,CLASS 4 (1),A (LC),GOOD,1200,,"43833,43877,43726,43919,44004,43016,44179,44650,43106,44648,43720,43268",1,2017-03-11 00:08:38.085421
2017-03-08 00:00:00.000000,1,HV,HK,,19:15,Turf,5,A,Good,1000,40-0,"T436,S367,T356,S413,T076,T420,N265,T168,P064,V159,S176,V364",1,2017-03-09 00:05:03.598021
2017-03-12 00:00:00.000000,10,ST,HK,,17:50,Turf,3,C+3,Good,1400,80-60,"V388,T184,V405,S106,V270,T134,A050,T419,P189,P400,V416,V045,A005,V337",1,2017-03-13 00:09:41.799554
2017-03-12 00:00:00.000000,3,ST,HK,,14:00,Turf,4,C+3,Good,1400,60-40,"S323,V284,V417,N309,T340,A189,V069,T423,V255,V392,T265,V165,V335,T178,V309",1,2017-03-13 01:07:11.251769
2017-03-12 00:00:00.000000,8,ST,HK,,16:40,AWT,2,,Good,1650,100-80,"T305,T370,T098,T163,S312,S109,P359,P214,V217,V186,S242,T116,S156,T406",1,2017-03-13 01:07:53.936849
2017-03-10 00:00:00.000000,1,S,SG,5567,18:20,Poly,CLASS 5,,GOOD,1100,,"42323,43500,43983,43629,44001,42301,41923,44217,42628,43579,41423,43516",1,2017-03-11 00:07:26.024085
2017-03-10 00:00:00.000000,5,S,SG,5567,20:20,Turf,OPEN BENCHMARK 67,A (LC),GOOD,1800,,"44434,42996,43715,42693,43968,44245,42812,43963,42838,42604,44540,43616,43999,41981",1,2017-03-11 00:07:57.126135
2017-03-03 00:00:00.000000,2,S,SG,5565,18:50,Turf,RESTRICTED MAIDEN (2 AND 3 YEAR OLD) (WEIGHT FOR AGE),E (SC),YIELDING,1400,,"44301,44536,44420,44445,44335,44220,44344,44336,44433,44428,44142,44429",1,2017-03-04 00:08:00.615508
2017-03-03 00:00:00.000000,3,S,SG,5565,19:20,Turf,CLASS 4 (1),E (SC),YIELDING,1400,,"44320,44360,43344,41922,43054,42737,42169,44252,43929,43403,43502,43872",1,2017-03-04 00:08:09.133546
2017-03-12 00:00:00.000000,4,ST,HK,,14:30,Turf,4,C+3,Good,1400,60-40,"T427,T062,S096,T418,A123,V089,S315,A084,V403,V406,V320,A122,T378,P021",1,2017-03-13 01:08:58.662440
2017-03-05 00:00:00.000000,9,S,SG,5566,17:00,Poly,MERLION TROPHY (SINGAPORE GROUP 2) (1ST LEG - SINGAPORE SPRINT SERIES) (3 YEAR OLD AND UPWARDS) (WEIGHT FOR AGE) (RIDER ALLOWANCES NOT PERMITTED),,GOOD,1200,,"44003,44339,42993,42485,41498,43140,43836,42300,43292,43586,43558,42675",1,2017-03-06 00:15:40.526280
2017-03-08 00:00:00.000000,2,HV,HK,,19:45,Turf,4,A,Good,1000,60-40,"V229,P106,V306,T415,A012,V385,V418,S432,A047,V378,S055,S185",1,2017-03-09 00:05:56.424304
2017-03-12 00:00:00.000000,5,ST,HK,,15:00,Turf,4,C+3,Good,2200,60-35,"V326,V039,V048,T232,T187,V354,T108,S131,T105,P405,V122,V189",1,2017-03-13 01:10:42.426269
2017-03-08 00:00:00.000000,3,HV,HK,,20:15,Turf,4,A,Good,1650,60-40,"T282,S148,S379,V031,N432,S417,V259,S335,T259,T344,T223",1,2017-03-09 00:06:35.290188
