race_date,race_no,race_location,race_country,race_id,race_time,track,race_class,course,going,distance,rating,horse_list,results_available,last_updated
2016-09-25 00:00:00.000000,4,S,SG,,14:15,Turf,CLASS 3,D (LC),GOOD,1200,,"43798,44161,43482,42155,43772,42454,43477,42585,43695,44025,42191",1,2016-09-26 10:04:30.833743
2016-09-25 00:00:00.000000,5,S,SG,,14:45,Poly,CLASS 5,,GOOD,1200,,"43392,43994,42929,42701,43471,43792,41271,43748,41550,43825,41890,42628",1,2016-09-26 10:04:36.276196
2016-09-25 00:00:00.000000,6,S,SG,,15:15,Turf,CLASS 4,D (LC),GOOD,1800,,"42614,42693,44278,43727,42169,42828,43967,43729,43715,44233,41697,44140",1,2016-09-26 10:04:41.648359
2016-09-25 00:00:00.000000,7,S,SG,,15:45,Poly,KRANJI STAKES D (SET WEIGHTS),,GOOD,1600,,"42914,44307,43698,43776,40820,43745,43607,43788,42179,43078,41764,42195",1,2016-09-26 10:04:47.494282
2016-09-25 00:00:00.000000,8,S,SG,,16:20,Turf,CLASS 5 (2),D (LC),GOOD,1400,,"43856,42804,43769,43579,38857,43605,43237,42749,43853,40969,42556,40766",1,2016-09-26 10:04:54.337087
2016-09-25 00:00:00.000000,9,S,SG,,16:55,Turf,KRANJI STAKES A (SET WEIGHTS),D (LC),GOOD,1400,,"42074,42887,42616,42492,43657,43151,43520,43182,42300,41991,43154,40211",1,2016-09-26 10:07:54.191128
2016-09-25 00:00:00.000000,10,S,SG,,17:30,Poly,OPEN BENCHMARK 67,,GOOD,1200,,"43140,43630,44169,43895,43519,42390,42500,43861,43485,43376,43383",1,2016-09-26 10:10:20.075407
2016-09-25 00:00:00.000000,11,S,SG,,18:00,Turf,CLASS 4,D (LC),GOOD,1200,,"43765,42867,44162,43193,44042,44135,43833,44002,43039,43831,43487,42632",1,2016-09-26 10:12:47.176495
2016-09-28 00:00:00.000000,7,HV,HK,,22:15,Turf,3,C+3,Good,1200,80-60,"T196,T262,T402,V151,T256,V182,P287,V362,T324,V043,N193,T024,S279",1,2016-09-29 00:12:03.918961
2016-09-28 00:00:00.000000,8,HV,HK,,22:50,Turf,2,C+3,Good,1650,100-80,"T375,T188,P158,S199,S083,V133,S242,S015,T098,T163,P238,T342",1,2016-09-29 00:12:48.714088
2016-09-28 00:00:00.000000,1,HV,HK,,19:15,Turf,5,C+3,Good,1650,40-15,"S381,N166,T071,T019,T413,T161,N192,S313,P046,T280,P445,V141",1,2016-09-29 00:13:30.670233
2016-10-05 00:00:00.000000,7,HV,HK,,22:20,Turf,3,A,Good,1650,80-60,"S447,T055,S138,T092,T382,S414,T403,P151,T417,P189,V270,T100",1,2016-10-06 00:14:18.425520
2016-10-05 00:00:00.000000,1,HV,HK,,19:15,Turf,5,A,Good,1800,40-0,"S205,N416,P070,S007,S408,P001,T053,T329,S354,T068,P407,S062",1,2016-10-06 00:15:05.355191
2016-10-01 00:00:00.000000,1,ST,HK,,12:30,Turf,5,A+3,Good To Yielding,1400,40-15,"S218,T326,T063,T436,S320,T045,S202,S283,T282,T203,V039,T042,N156,V067",1,2016-10-02 00:13:26.241536
2016-10-05 00:00:00.000000,2,HV,HK,,19:45,Turf,4,A,Good,1200,60-40,"S317,T361,V031,T054,S425,T140,S379,V283,V375,S019,S087,T076",1,2016-10-06 00:15:58.962408
2016-10-05 00:00:00.000000,3,HV,HK,,20:15,Turf,3,A,Good,1200,80-60,"V052,S420,S397,V291,P372,P120,V127,S200,S204,T010,T334,V177",1,2016-10-06 00:16:34.136620
2016-10-01 00:00:00.000000,2,ST,HK,,13:00,Turf,4,A+3,Good To Yielding,1800,60-40,"S245,T064,T108,T105,T160,S388,S343,N252,T386,P354",1,2016-10-02 00:14:07.302807
2016-09-28 00:00:00.000000,2,HV,HK,,19:45,Turf,4,C+3,Good,1200,60-40,"T312,T207,V197,P085,T295,V200,S426,V189,P257,S011,V009,N423",1,2016-09-29 00:14:17.562461
2016-09-28 00:00:00.000000,3,HV,HK,,20:15,Turf,4,C+3,Good,1650,60-40,"P145,S133,T002,P032,V227,N226,T089,P354,S300,M350,S215,V095",1,2016-09-29 00:15:00.489915
2016-09-25 00:00:00.000000,1,S,SG,,12:45,Turf,CLASS 5 (1),D (LC),GOOD,1400,,"43425,43160,43894,43581,42838,42882,42878,40893,43062,42966,43891,42572",1,2016-09-26 10:04:15.650223
2016-09-25 00:00:00.000000,2,S,SG,,13:15,Turf,OPEN MAIDEN (WEIGHT FOR AGE),D (LC),GOOD,1400,,"44215,44251,43880,44121,43909,44367,44071,44366,44181,44355,42669",1,2016-09-26 10:04:19.957449
2016-09-25 00:00:00.000000,3,S,SG,,13:45,Poly,INITIATION (4 YEAR OLD AND BELOW) (WEIGHT FOR AGE) (HORSES NOT WON A RACE IN 2YRS PRIOR TO NOMINATION DATE & NOT HAD > 8 STARTS IN SIN / MSIA),,GOOD,1000,,"44170,44357,44391,44035,44199,44306,44337,43824,44266,44346,44242,44320",1,2016-09-26 10:04:25.962494
2016-09-28 00:00:00.000000,4,HV,HK,,20:45,Turf,5,C+3,Good,1200,40-15,"S305,V011,P269,S251,S367,S150,P260,T034,S051,S176,M255,S124",1,2016-09-29 00:15:46.467431
2016-09-28 00:00:00.000000,5,HV,HK,,21:15,Turf,4,C+3,Good,1000,60-40,"V286,V037,V201,T168,S047,T300,V243,V143,S185,S432,T205,T091",1,2016-09-29 00:16:39.274256
2016-10-01 00:00:00.000000,3,ST,HK,,13:30,Turf,4,A+3,Good To Yielding,1400,60-40,"V156,V087,V040,V202,S241,V081,V316,T080,V326,V334,V398,T221,V213,T332,V276",1,2016-10-02 00:14:45.198700
2016-10-01 00:00:00.000000,4,ST,HK,,14:00,Turf,3,A+3,Good,1600,80-60,"V019,T406,T311,S187,N375,T411,S023,V263,P119,V247",1,2016-10-02 01:05:18.717321
2016-09-28 00:00:00.000000,6,HV,HK,,21:45,Turf,3,C+3,Good,1800,80-60,"V008,V132,T363,T145,V184,T195,P358,T029,M401,T146,N384",1,2016-09-29 00:17:10.034273
2016-10-01 00:00:00.000000,5,ST,HK,,14:30,Turf,4,A+3,Good,1200,60-40,"V307,S301,N186,S405,V086,V116,P431,V224,V377,T032,S441,T088,V317,N423",1,2016-10-02 01:06:01.628041
2016-10-01 00:00:00.000000,6,ST,HK,,15:00,Turf,3,A+3,Good,1200,80-60,"V071,T349,T059,T352,V355,S014,P297,V338,V255,S022,V118,V349,V340,V240",1,2016-10-02 01:06:50.476341
2016-10-01 00:00:00.000000,7,ST,HK,,15:30,Turf,2,A+3,Good,1200,100-80,"T268,S156,V372,T371,S352,T358,S221,S142,P214,V034,V235,S101,V111,S436,S164",1,2016-10-02 01:07:18.844284
2016-10-05 00:00:00.000000,4,HV,HK,,20:45,Turf,4,A,Good,1200,60-40,"P097,T258,S104,V117,S277,S028,T331,T345,P422,T205,P330,V248",1,2016-10-06 00:11:35.562924
2016-10-08 00:00:00.000000,2,ST,HK,,13:30,Turf,5,B+2,Good To Firm,1200,40-15,"T418,S432,S032,T004,T144,N330,T429,T123,S389,T130,V091,T233,S351,S338,S254",1,2016-10-09 00:13:03.853030
2016-10-05 00:00:00.000000,5,HV,HK,,21:15,Turf,4,A,Good,1650,60-40,"N394,P256,T056,P085,V105,T314,P032,T340,N409,T310,V072,P145",1,2016-10-06 00:12:22.176937
2016-10-05 00:00:00.000000,6,HV,HK,,21:50,Turf,4,A,Good,1650,60-40,"S355,S407,T431,T335,S121,T031,S133,P423,P357,T336,V179,V088",1,2016-10-06 00:13:13.201658
2016-10-05 00:00:00.000000,8,HV,HK,,22:55,Turf,3,A,Good,1200,80-60,"T248,V016,T426,T099,T138,S335,V121,P106,V310,S091,T398,T389",1,2016-10-06 00:13:49.637653
2016-10-09 00:00:00.000000,3,S,SG,4577,13:50,Turf,PANASONIC COOPERATION STAKES OPEN BENCHMARK 83,A (SC),GOOD,1200,,"44005,42584,43526,42997,43145,42875,43917,42709,44229,42132",1,2016-10-10 00:15:13.672253
2016-10-09 00:00:00.000000,2,S,SG,4577,13:20,Turf,PANASONIC LET'S WIN STAKES RESTRICTED MAIDEN (2 AND 3 YEAR OLD) (WEIGHT FOR AGE),A (SC),GOOD,1200,,"44039,44346,44252,44198,43961,44212,44227,44316,44310,44247,44370,44335,44108",1,2016-10-10 00:13:26.403580
2016-10-09 00:00:00.000000,4,S,SG,4577,14:20,Turf,PANASONIC LEADERSHIP STAKES INITIATION (4 YEAR OLD AND BELOW) (WEIGHT FOR AGE) (HORSES NOT WON A RACE IN 2YRS PRIOR TO NOMINATION DATE & NOT HAD > 8 STARTS IN SIN / MSIA),A (SC),GOOD,1400,,"44391,44430,44368,44014,44359,44284,44268,44396,44223,43500,44110,44417,44355,44069",1,2016-10-10 00:16:49.958878
2016-10-09 00:00:00.000000,5,S,SG,4577,14:50,Turf,PANASONIC SOLUTIONS STAKES OPEN BENCHMARK 89,A (SC),GOOD,2000,,"43614,43167,43670,41814,43892,43828,41492,43436",1,2016-10-10 00:19:02.090674
2016-10-09 00:00:00.000000,6,S,SG,4577,15:25,Turf,PANASONIC COMMITMENT STAKES NOVICE (SET WEIGHTS),A (SC),GOOD,1200,,"44236,43927,44226,44425,44240,44308,44277,44271,44297,44248,43738",1,2016-10-10 00:24:24.654036
2016-10-09 00:00:00.000000,7,S,SG,4577,15:55,Turf,PANASONIC SPEED STAKES CLASS 3,A (SC),GOOD,1400,,"43275,42604,42811,43897,42041,43652,43861,43461,43611,41862,43855,43806",1,2016-10-10 00:33:51.855993
2016-11-16 00:00:00.000000,2,HV,HK,,19:45,Turf,4,C,Good,1000,60-40,"V344,S422,A009,T132,V387,T073,V243,V116,V009,V201,V286,V228",1,2016-11-17 01:22:52.658409
2016-09-30 00:00:00.000000,2,S,SG,5311,18:50,Poly,CLASS 5,,GOOD,1000,,"43710,41923,41695,43781,39976,43516,43659,41571,42339,41979,43835,42302",1,2016-10-03 02:16:52.864238
2016-09-30 00:00:00.000000,3,S,SG,5311,19:20,Poly,OPEN BENCHMARK 67,,GOOD,1000,,"44086,40678,41272,44325,44313,43956,43889,41132,43548,41521",1,2016-10-03 02:17:30.610504
2016-09-30 00:00:00.000000,4,S,SG,5311,19:50,Poly,CLASS 5,,GOOD,1700,,"43672,42809,43816,43411,38515,43351,42573,43725,41472,42686,41873,38922",1,2016-10-03 02:18:38.352765
2016-09-30 00:00:00.000000,5,S,SG,5311,20:20,Poly,CLASS 4 (2),,GOOD,1100,,"44230,44285,43580,43336,42844,43194,43104,44342,43277,43738,42823,43219",1,2016-10-03 02:19:16.756215
2016-09-30 00:00:00.000000,6,S,SG,5311,20:50,Poly,KRANJI STAKES D (2) (SET WEIGHTS),,GOOD,1200,,"44100,44072,40786,43480,42950,42369,44426,42889,43054,43983,43478,43084",1,2016-10-03 02:19:30.344193
2016-09-30 00:00:00.000000,7,S,SG,5311,21:20,Poly,OPEN BENCHMARK 97,,GOOD,1100,,"43139,41498,43608,42083,42043,40425,43347,40699,42485,43121,41170,43474",1,2016-10-03 02:19:37.632608
2016-09-30 00:00:00.000000,8,S,SG,5311,21:50,Poly,CLASS 4,,GOOD,1600,,"44149,43923,43567,42801,43970,43797,43600,42949,43794,44012,42243,44287",1,2016-10-03 02:20:15.491657
2016-09-30 00:00:00.000000,9,S,SG,5311,22:20,Poly,CLASS 4 (1),,GOOD,1100,,"44191,42631,42176,41993,43688,43995,42025,43290,43717,44328,41927",1,2016-10-03 02:20:37.314406
2016-10-08 00:00:00.000000,9,ST,HK,,17:10,Turf,3,B+2,Good To Firm,1200,80-60,"S280,V222,T432,V014,T302,S442,V126,V002,V024,V290,P121,S276,N342,V349",1,2016-10-09 00:16:53.927285
2016-10-08 00:00:00.000000,1,ST,HK,,13:00,Turf,4,B+2,Good To Firm,1200,60-40,"T153,V282,P422,T369,V203,T091,P411,V258,V042",1,2016-10-09 00:17:29.603870
2016-10-07 00:00:00.000000,1,S,SG,4576,18:20,Poly,OPEN MAIDEN (WEIGHT FOR AGE),,GOOD,1000,,"43775,43464,44306,44356,43126,44321,43890,43524,44265,44001",1,2016-10-08 00:14:26.159942
2016-10-07 00:00:00.000000,2,S,SG,4576,18:50,Poly,CLASS 5 (1),,GOOD,1600,,"41994,44136,42600,43842,44060,41499,43523,42877,43504,40367,42892,44217",1,2016-10-08 00:14:41.627670
2016-10-08 00:00:00.000000,4,ST,HK,,14:30,Turf,4,B+2,Good To Firm,1400,60-40,"P438,N248,T401,V048,T213,T338,T224,T202,V164,V238,V252,P021,V212,V160",1,2016-10-09 00:13:53.632065
2016-10-08 00:00:00.000000,10,ST,HK,,17:45,Turf,3,B+2,Good To Firm,1400,80-60,"V077,V114,T189,V069,T164,T388,T176,V089,T256,V279,T112,S370,V302,S297",1,2016-10-09 00:14:36.048119
2016-10-07 00:00:00.000000,5,S,SG,4576,20:20,Poly,CLASS 4 (2),,GOOD,1200,,"43212,44093,42642,44111,43932,42990,43807,43205,43658,43079,43761,44030",1,2016-10-08 00:15:12.152817
2016-10-07 00:00:00.000000,6,S,SG,4576,20:50,Poly,CLASS 5 (2),,GOOD,1600,,"42671,41981,41606,44055,42596,42168,41940,42411,42322,42827,43381,42752",1,2016-10-08 00:15:21.851955
2016-10-07 00:00:00.000000,9,S,SG,4576,22:20,Poly,CLASS 4,,GOOD,1000,,"44283,44048,43387,43929,42748,44280,44351,42664,43829,44079,43273,42251",1,2016-10-08 00:15:50.773776
2016-10-08 00:00:00.000000,6,ST,HK,,15:35,AWT,3,,Good,1650,80-60,"P439,T028,T354,S439,S326,V188,T363,M339,V190,T096,V186,V171,T297,S106",1,2016-10-09 00:17:59.424115
2016-10-08 00:00:00.000000,7,ST,HK,,16:05,Turf,3,B+2,Good To Firm,1000,80-60,"V135,P396,V099,T052,S098,S431,N033,S399,N317,V414,S240",1,2016-10-09 00:18:40.850115
2016-10-07 00:00:00.000000,7,S,SG,4576,21:20,Poly,KRANJI STAKES C (SET WEIGHTS),,GOOD,1700,,"42932,43332,42964,43991,43621,43343,43434,42078,43457,41581",1,2016-10-08 00:15:30.308768
2016-10-01 00:00:00.000000,11,ST,HK,,17:45,Turf,2,A+3,Good,1200,100-80,"T396,V253,T009,S269,S212,S191,V059,T419,V131,T051,N033,T094,V057,P018",1,2016-10-02 01:08:05.357639
2016-10-01 00:00:00.000000,8,ST,HK,,16:00,Turf,,A+3,Good,1000,,"T179,N241,S143,P031,T235,N236,P366",1,2016-10-02 01:08:51.285367
2016-10-01 00:00:00.000000,9,ST,HK,,16:35,Turf,3,A+3,Good,1400,80-60,"S225,V079,S167,V301,T190,N309,T305,V300,S247,N382,S323,V288,V208,V278,V214",1,2016-10-02 01:09:14.011380
2016-10-01 00:00:00.000000,10,ST,HK,,17:10,Turf,,A+3,Good,1400,,"V110,S411,S117,S393,S391,T118,S284,S217,S386,V167,S152,S099",1,2016-10-02 01:09:50.711800
2016-09-30 00:00:00.000000,1,S,SG,5311,18:20,Poly,KRANJI STAKES D (1) (SET WEIGHTS),,GOOD,1200,,"43132,43220,41016,42593,43770,43945,42891,43487,43767,44232,43915,43057",1,2016-10-03 02:16:17.877267
2016-10-08 00:00:00.000000,3,ST,HK,,14:00,Turf,4,B+2,Good To Firm,1200,60-40,"V269,T333,S291,V323,V146,T278,P283,V220,P208,V159",1,2016-10-09 00:19:18.112732
2016-10-08 00:00:00.000000,8,ST,HK,,16:35,Turf,2,B+2,Good To Firm,1600,100-80,"T355,S235,V170,S109,S093,S145,V150,S266,P435,V094,T197,P230,S332,S263",1,2016-10-09 00:15:08.180047
2016-10-09 00:00:00.000000,9,S,SG,4577,16:55,Turf,PANASONIC KRANJI MILE (SINGAPORE GROUP 1) (3 YEAR OLD AND UPWARDS) (WEIGHT FOR AGE) (1ST LEG - SINGAPORE TRIPLE CROWN SERIES) (RIDER ALLOWANCES NOT PERMITTED),A (SC),GOOD,1600,,"43783,43179,42887,42074,43292,43154,43520,43182",1,2016-10-10 00:41:58.842556
2016-10-09 00:00:00.000000,10,S,SG,4577,17:30,Turf,PANASONIC ENGINEERING STAKES CLASS 4,A (SC),GOOD,1600,,"43732,43727,42958,44245,44032,44290,43528,43616,43713,43799,43432,43269,41853",1,2016-10-10 00:45:12.725515
2016-10-09 00:00:00.000000,1,S,SG,4577,12:50,Turf,PANASONIC INNOVATION STAKES KRANJI STAKES D (2) (SET WEIGHTS),A (SC),GOOD,1400,,"43915,43117,43711,42219,42060,42607,44112,41983,43429,40255,43794,42999,41075,42966",1,2016-10-10 00:08:25.428233
2016-10-07 00:00:00.000000,3,S,SG,4576,19:20,Poly,OPEN BENCHMARK 74,,GOOD,1100,,"43542,44043,42155,41510,42464,43485,42191,42500,43978,43944",1,2016-10-08 00:14:49.260740
2016-10-09 00:00:00.000000,8,S,SG,4577,16:25,Turf,PANASONIC CONQUEST STAKES KRANJI STAKES D (1) (SET WEIGHTS),A (SC),GOOD,1400,,"43573,43450,42885,42611,43568,44124,43735,43039,42946,43268,44281,43026,43078,42195",1,2016-10-10 00:37:19.933191
2016-10-08 00:00:00.000000,5,ST,HK,,15:00,AWT,4,,Good,1650,60-40,"T325,S343,S073,P425,N226,S376,T283,T089,P344,V036,N348,S300",1,2016-10-09 00:15:58.677758
2016-10-09 00:00:00.000000,11,S,SG,4577,18:00,Turf,PANASONIC TECHNOLOGY STAKES CLASS 4,A (SC),GOOD,1400,,"44352,41922,43950,43702,43703,44146,43040,43068,44253,43826,42737,42632",1,2016-10-10 00:53:43.966754
2016-10-07 00:00:00.000000,8,S,SG,4576,21:50,Poly,CLASS 4 (1),,GOOD,1200,,"43456,42320,43444,43290,42367,43992,41010,43973,43489,43469,44282,44343",1,2016-10-08 00:15:38.380198
2016-10-07 00:00:00.000000,4,S,SG,4576,19:50,Poly,CLASS 5,,GOOD,1100,,"39588,43896,42868,43687,43629,41239,44026,41274,42192,42807,40663,41113",1,2016-10-08 00:14:58.795242
2016-10-12 00:00:00.000000,8,HV,HK,,22:50,Turf,3,B,Good,1200,80-60,"T273,T167,T397,N033,T312,V310,V021,V297,V070,S022,P111,P421",1,2016-10-13 00:12:04.336733
2016-10-12 00:00:00.000000,1,HV,HK,,19:15,Turf,5,B,Good,1650,40-15,"T385,N166,T393,P293,S097,T161,P286,S313,S381,T231,T063,T042",1,2016-10-13 00:12:46.720702
2016-11-16 00:00:00.000000,4,HV,HK,,20:50,Turf,4,C,Good,1650,60-40,"P032,T391,T056,T282,S438,S407,P431,T031,M148,P324,S405",1,2016-11-17 01:23:20.447206
2016-10-12 00:00:00.000000,2,HV,HK,,19:45,Turf,5,B,Good,1200,40-0,"V090,N139,V027,L247,P269,T034,S130,P064,T356,S176,S432,T289",1,2016-10-13 00:11:24.689404
2016-11-16 00:00:00.000000,5,HV,HK,,21:20,Turf,4,C,Good,1650,60-40,"T105,P256,T385,P145,S417,V036,T431,T164,S231,S121,T144",1,2016-11-17 01:23:52.553055
2016-12-02 00:00:00.000000,3,S,SG,4591,19:20,Poly,CLASS 4 (2),,GOOD,1000,,"44150,44122,43485,43277,42025,43540,43290,43528,42631,44509",1,2016-12-03 00:17:19.219953
2016-12-14 00:00:00.000000,7,HV,HK,,22:15,Turf,3,C,Good To Firm,1650,80-60,"T311,T112,T028,V024,T151,T236,S276,S225,T379,S023,T390,S247",1,2016-12-15 02:23:00.367605
2016-10-16 00:00:00.000000,10,ST,HK,,17:15,Turf,2,C,Good To Firm,1000,100-80,"V066,V251,V128,V059,N236,P278,P355,P361,T011,S436,S010,P238,P310,M085",1,2016-10-17 02:19:54.297417
2016-10-16 00:00:00.000000,3,ST,HK,,13:30,Turf,4,C,Good To Firm,1400,60-40,"T201,S218,V092,V147,T259,V187,T220,V254,V165,V398,P272,V122,S102,P297",1,2016-10-17 02:20:30.120149
2016-10-14 00:00:00.000000,2,S,SG,4578,18:50,Poly,RESTRICTED MAIDEN (2 AND 3 YEAR OLD) (WEIGHT FOR AGE),,GOOD,1000,,"44122,44050,44398,44066,44179,44330,44375,44222",1,2016-10-15 00:16:21.788374
2016-10-19 00:00:00.000000,3,HV,HK,,20:30,Turf,4,C,Good To Yielding,1200,60-40,"V081,S028,P388,S104,V072,V088,S087,S305,V117,T081,T300,V317",1,2016-10-20 00:07:14.126887
2016-10-16 00:00:00.000000,11,ST,HK,,17:50,Turf,2,C,Good To Firm,1400,100-80,"V253,V325,T234,P210,T242,V372,V080,V293,S362,P212,S242,V118,V235,V034",1,2016-10-17 00:24:11.101720
2016-10-16 00:00:00.000000,7,S,SG,4579,15:45,Turf,CLASS 3,C (SC),GOOD,1200,,"43519,44329,43772,44161,42585,43811,43477,43589,42454,42084,42867,43376,43378,42426",1,2016-10-17 00:29:25.343938
2016-10-16 00:00:00.000000,10,S,SG,4579,17:25,Turf,KRANJI STAKES D (1) (SET WEIGHTS),C (SC),GOOD,1600,,"44012,44215,43698,43862,43045,43797,43039,43439,43489,43412,42219,40094,42989",1,2016-10-17 00:30:23.934005
2016-10-16 00:00:00.000000,5,ST,HK,,14:30,Turf,5,C,Good To Firm,1400,40-15,"S070,T253,T004,S359,T280,S320,T067,T079,S234,T133,S409,P401,T290,S193",1,2016-10-17 02:20:51.620971
2016-10-16 00:00:00.000000,11,S,SG,4579,17:55,Turf,CLASS 4 (1),C (SC),GOOD,1200,,"44116,44166,44288,44328,44416,41016,43715,43487,43521,43132",1,2016-10-17 00:30:33.442493
2016-10-16 00:00:00.000000,4,ST,HK,,14:00,AWT,4,,Good,1200,60-40,"T213,T364,P185,T080,N360,V055,S317,S441,V377,V119,T285,T226",1,2016-10-17 02:21:15.929001
2016-10-14 00:00:00.000000,3,S,SG,4578,19:20,Poly,CLASS 4 (1),,GOOD,1100,,"44155,44102,43277,42176,42323,43480,44312,43829,43478,44135,42530,43582",1,2016-10-15 00:16:41.951945
2016-10-14 00:00:00.000000,4,S,SG,4578,19:50,Turf,CLASS 5 (2),B (SC),GOOD,1400,,"42804,43632,43769,40893,43602,42749,42686,43299,42168,42882,41685,43579,42404,41979",1,2016-10-15 00:16:53.429560
2016-10-16 00:00:00.000000,3,S,SG,4579,13:40,Turf,CLASS 5 (2),C (SC),GOOD,1200,,"43936,42697,44038,42283,41888,40371,41754,43908,43036,43659,42708,43062",1,2016-10-17 00:28:33.802386
2016-10-16 00:00:00.000000,8,S,SG,4579,16:15,Poly,CLASS 5,,GOOD,1000,,"42024,41288,42988,41923,41550,42908,43515,43674,42854,41571,42623,43083",1,2016-10-17 00:29:34.458367
2016-10-16 00:00:00.000000,6,ST,HK,,15:00,Turf,4,C,Good To Firm,1600,60-40,"M148,V035,T395,V333,T108,T113,V334,V087,N432,T337,S187,P357,V326,T223,T257",1,2016-10-17 02:21:34.696884
2016-10-16 00:00:00.000000,7,ST,HK,,15:40,Turf,3,C,Good To Firm,1800,80-60,"V184,T145,N375,V125,V192,S146,T029,P151,T195,P358,T416,V217,T409,S244",1,2016-10-17 02:21:59.981066
2016-10-16 00:00:00.000000,9,S,SG,4579,16:50,Turf,SAAS FEE STAKES (SINGAPORE GROUP 3) (3 YEAR OLD AND UPWARDS) (CONDITION WEIGHT) (RIDER ALLOWANCES NOT PERMITTED),C (SC),GOOD,1400,,"43151,44168,43657,43798,41498,42485,43925,42744,42300,42909,42083,40211,42616,41991",1,2016-10-17 00:29:44.937825
2016-10-14 00:00:00.000000,5,S,SG,4578,20:20,Turf,CLASS 3,B (SC),GOOD,1600,,"44149,43401,44144,43746,43695,43481,43482,42604,41665",1,2016-10-15 00:17:07.481167
2016-10-14 00:00:00.000000,6,S,SG,4578,20:50,Turf,CLASS 5,B (SC),GOOD,2000,,"41833,43091,42682,43351,42917,43177,43725,42752,43311,41472,43894,40596,44084,43996",1,2016-10-15 00:17:19.461845
2016-10-12 00:00:00.000000,5,HV,HK,,21:15,Turf,3,B,Good,1650,80-60,"T353,S023,T236,V019,T193,T134,N394,T411,T146,V215",1,2016-10-13 00:13:34.281167
2016-10-12 00:00:00.000000,6,HV,HK,,21:45,Turf,4,B,Good,1000,60-40,"V274,T415,T073,V037,V315,V201,V243,N387,V107,S185,S047,V286",1,2016-10-13 00:14:05.792596
2016-10-12 00:00:00.000000,3,HV,HK,,20:15,Turf,3,B,Good,1650,80-60,"S258,T390,T183,V025,T151,V043,P417,S382,T170,V247",1,2016-10-13 00:14:31.680830
2016-10-12 00:00:00.000000,7,HV,HK,,22:15,Turf,4,B,Good,1800,60-40,"T002,P044,T064,S328,T232,T105,V063,T160,P324,S306,P268,V095",1,2016-10-13 00:15:04.225724
2016-10-12 00:00:00.000000,4,HV,HK,,20:45,Turf,4,B,Good,1200,60-40,"V011,P190,P257,V200,T350,V026,T381,M199,T168,T292,T339,T076",1,2016-10-13 00:15:44.532214
2016-10-14 00:00:00.000000,7,S,SG,4578,21:20,Poly,KRANJI STAKES A (SET WEIGHTS),,GOOD,1100,,"43347,43558,41912,43139,43251,40699,43281,41170,43494,44390",1,2016-10-15 00:17:30.770135
2016-10-14 00:00:00.000000,8,S,SG,4578,21:50,Poly,CLASS 4,,GOOD,1700,,"43923,43338,44141,43137,43672,41697,42243,43973,42179,43317",1,2016-10-15 00:17:38.655233
2016-10-16 00:00:00.000000,4,S,SG,4579,14:10,Turf,CLASS 4 (2),C (SC),GOOD,1200,,"43571,44351,43372,44309,44199,43418,43735,44367,44426,44130",1,2016-10-17 00:28:57.179940
2016-10-16 00:00:00.000000,1,S,SG,4579,12:40,Turf,KRANJI STAKES D (2) (SET WEIGHTS),C (SC),GOOD,1600,,"44307,43729,43970,41994,43795,42950,41503,43993,41983,41764,44281",1,2016-10-17 00:28:17.191810
2016-10-16 00:00:00.000000,2,S,SG,4579,13:10,Poly,INITIATION (4 YEAR OLD AND BELOW) (WEIGHT FOR AGE) (HORSES NOT WON A RACE IN 2YRS PRIOR TO NOMINATION DATE & NOT HAD > 8 STARTS IN SIN / MSIA),,GOOD,1100,,"44304,44035,44374,44246,44311,43624,44321,44366,44242,44354,44408,44270",1,2016-10-17 00:28:24.632299
2016-10-16 00:00:00.000000,5,S,SG,4579,14:40,Turf,CLASS 5 (1),C (SC),GOOD,1200,,"42757,42838,44023,43747,43631,44071,43909,42628,43409,43956,42924,43392,43113",1,2016-10-17 00:29:06.243437
2016-10-14 00:00:00.000000,9,S,SG,4578,22:20,Poly,CLASS 4 (2),,GOOD,1100,,"44285,41989,44070,43989,43080,41132,44011,41810,43190,43220,43809",1,2016-10-15 00:17:47.963113
2016-10-14 00:00:00.000000,1,S,SG,4578,18:20,Turf,CLASS 5 (1),B (SC),GOOD,1400,,"43106,43160,42999,42147,43425,39774,43736,44138,43960,44121,44117,43491",1,2016-10-15 00:16:15.627587
2016-11-16 00:00:00.000000,8,HV,HK,,22:55,Turf,3,C,Good,1200,80-60,"T216,T312,V247,P106,S221,S044,T196,N193,T347,S172,V093,S370",1,2016-11-17 00:19:29.398190
2016-10-16 00:00:00.000000,6,S,SG,4579,15:10,Poly,OPEN BENCHMARK 67,,GOOD,1000,,"44339,41521,43688,44280,43889,40678,43038,43895,44313,43663",1,2016-10-17 00:29:14.184660
2016-10-16 00:00:00.000000,9,ST,HK,,16:40,Turf,3,C,Good To Firm,1400,80-60,"S358,T216,P373,T351,T305,N309,V123,T376,V240,V338,S167,T311,V199,S276",1,2016-10-17 02:22:27.638285
2016-10-16 00:00:00.000000,2,ST,HK,,13:00,Turf,5,C,Good To Firm,1600,40-15,"T144,T326,S202,S417,T323,T436,V039,T202,S062,T203,S246,M255,T019,V032",1,2016-10-17 02:22:50.697801
2016-10-19 00:00:00.000000,1,HV,HK,,19:30,Turf,5,C,Yielding,1000,40-0,"N409,S367,S413,T356,T289,N166,T060,S032,T319,V067,T420,T166",1,2016-10-20 00:07:54.589970
